Profit;popularity;Day_of_week;runtime;vote_average;vote_count
98066569;46.887983;5;118;6,3;1018
0;28.98027;5;132;6,3;1018
47566815;23.197408;6;101;6,3;1018
30227069;33.283554;6;101;7,5;1018
237928194;19.830132;6;100;6;1019
52104681;40.748915;3;106;5,1;1020
81408652;32.758254;6;96;6,7;1020
276779543;45.720894;4;97;5,9;1022
245218018;48.507081;4;143;6,9;1022
48425855;24.161735;6;91;7,1;1022
128335153;40.176265;6;115;6,5;1023
64426405;37.355826;6;90;5,9;1023
276692760;40.723459;5;94;5,8;1030
69700000;30.301307;4;91;7,4;1035
73841160;32.445895;4;156;7,7;1037
160221571;35.897151;5;110;4,9;1040
153093859;41.890722;4;104;5,2;1043
11070807;44.094856;5;93;6,3;1045
402208848;45.707835;6;181;7,6;1046
61882090;41.972329;6;82;6,9;1047
111596308;40.597344;5;113;5,5;1048
4354611;25.722747;6;95;7;1048
99266061;33.369305;4;123;7,4;1049
118432856;29.943316;1;100;7,3;1049
53978653;27.247013;5;108;6,1;1049
2827813;18.366362;6;89;6,4;1050
39030246;35.871248;1;104;7,1;1050
150685453;23.496054;5;110;6;1051
257325802;35.814765;6;90;6,4;1054
-29581440;52.417529;4;106;5,4;1055
110330182;25.785925;6;143;6,9;1055
3005187;40.285095;5;101;7,9;1055
247940000;41.690578;4;81;5,5;1055
175862692;45.022964;6;128;7,1;1056
210650585;32.389353;3;98;5,4;1060
102194847;45.477802;6;104;6,7;1060
53167639;47.5612;3;87;6,2;1061
60259536;45.915165;6;90;7,1;1061
63107642;22.977983;6;98;6,5;1062
84837138;38.018085;2;81;6,7;1062
336472;37.555398;6;106;6,6;1063
29013281;41.946523;5;128;7,3;1064
28525586;29.257137;7;136;6,6;1065
88229890;44.714264;3;133;7,5;1065
47607453;32.927994;6;125;6,3;1067
66282604;38.279458;5;98;6,5;1068
11587700;17.663353;4;130;5,6;1068
-25000000;49.336397;5;229;8,2;1069
251818;44.656151;3;90;4,9;1069
196697520;27.491891;6;108;6,2;1071
153876815;33.124871;6;108;6,1;1071
147570682;44.765377;5;96;6,1;1074
263397247;36.32705;7;83;6,3;1074
79953539;46.116885;4;88;7,2;1074
33973029;31.82675;6;160;7,8;1076
6464124;42.868495;6;130;5,7;1076
101001478;49.078546;6;117;7,3;1077
135388341;27.299301;2;136;6,5;1078
-4364695;41.075532;4;111;6,8;1087
4523226;66.097437;6;116;6,3;1091
291971116;54.159392;1;133;5,8;1092
125233863;39.744242;4;96;6,6;1095
283788635;52.456505;4;135;7,2;1098
81206215;34.694216;5;98;7;1098
105294342;23.657284;4;165;6,8;1099
182385533;34.391792;6;90;6,1;1099
90922175;32.105328;6;132;7,2;1101
9863596;27.546914;5;112;7,3;1101
-7919749;29.782161;6;108;6;1102
54188367;38.179483;6;97;5,8;1102
38884652;35.307577;6;99;4,8;1104
70306374;30.669913;4;124;7,3;1105
130372502;31.305336;3;97;7;1111
45868327;39.742009;4;106;7,3;1112
77587063;40.646102;6;96;7;1113
145157447;37.380435;6;131;7,7;1113
98018522;48.126297;5;106;5,5;1114
131196298;10.083905;1;124;6,7;1115
263882411;38.729418;5;141;6,8;1116
168426634;36.711378;4;102;6,4;1121
26181942;37.335721;4;123;6,9;1121
97263880;38.06168;5;97;5,9;1122
62233971;23.85119;5;134;7;1125
129837010;67.767785;4;110;5,4;1127
321508;49.333137;7;175;5,2;1128
138851;46.727941;6;91;6,8;1129
176449203;36.194802;6;103;6;1129
39207032;48.170508;5;81;6,5;1129
58020255;27.50916;4;141;7,3;1131
25181600;61.309619;5;113;6,2;1131
92217355;48.622278;7;95;4,7;1135
7930462;30.556135;5;112;5,8;1138
52940100;36.069611;5;178;6,9;1147
6954997;40.370442;5;127;7,4;1147
21561644;74.64653;4;114;6,3;1148
67714830;41.322708;6;118;6,8;1148
74624843;41.832392;4;111;6,6;1148
91910061;28.223163;3;112;6,4;1149
179834564;31.789029;4;84;6,5;1150
11327899;26.396191;4;105;6,3;1150
-2000000;27.082182;7;96;5,3;1151
168502923;33.769336;4;103;4,7;1151
30931041;47.992817;5;88;6,6;1151
166984278;45.589568;5;100;5,8;1155
101265204;47.436675;6;110;5,7;1155
81643158;44.490453;3;144;6,6;1157
67805466;37.698465;5;98;6,3;1165
82180323;42.551902;4;147;7,1;1165
41126384;49.517264;5;109;7,2;1170
137594577;29.332905;1;91;5,7;1171
75173115;50.670253;5;111;6,4;1172
125276000;38.832842;5;121;6,7;1173
-9450893;42.538258;4;105;5,9;1173
294194034;59.824565;5;130;6,6;1174
28762516;42.57877;6;105;6;1175
6471023;41.258956;6;87;7,5;1176
301366633;47.336034;5;92;5,5;1177
453749323;36.65422;6;103;5,5;1179
23704513;38.204158;4;91;7,2;1180
105795793;72.774941;6;125;5,9;1181
-17982197;51.502884;5;107;7;1182
155288523;31.086791;5;136;6,3;1183
96272727;59.961523;5;139;7;1183
65560026;48.032734;5;127;7,1;1184
15016220;48.801089;5;122;6,9;1188
42444772;36.664991;5;89;5,9;1195
73384188;47.753598;3;99;6,2;1195
18883511;28.570174;4;105;6,2;1196
49238440;34.759855;5;100;6,5;1197
74343513;46.078371;5;110;5,9;1201
59455697;41.569541;3;98;6,3;1204
138670000;33.704181;7;109;6,7;1205
132530565;49.802914;5;120;7,4;1205
86248813;47.649554;7;107;6;1206
110730736;43.675191;4;95;6,1;1206
4422261;32.306455;6;110;6,7;1206
-5000000;48.375848;5;106;6,1;1211
51076141;39.337949;3;111;7,2;1213
99600000;33.142185;5;93;5,1;1213
189076518;22.527211;6;129;6,2;1214
101183863;42.957216;5;101;5,5;1217
119621271;70.668923;4;104;6,4;1219
324875760;54.884297;6;130;7,2;1220
80175290;41.570047;5;139;7,3;1221
126720069;31.941347;6;96;6,5;1222
91766556;34.160448;1;106;7,2;1223
66053725;51.548589;7;95;6,7;1224
109168700;44.967453;6;136;6,7;1225
77544580;31.957947;7;125;7,3;1226
172105545;40.20395;5;98;5,6;1232
104056873;41.362082;6;119;6,3;1233
72820008;20.236951;2;112;6,6;1233
97091208;27.870312;4;159;7,1;1234
160649836;41.207568;6;132;6,7;1240
45837872;46.049902;6;122;6,3;1242
262211740;51.188633;4;119;5,6;1243
162045765;62.479574;3;97;6,7;1247
3203235;35.252056;2;101;6,9;1247
107817248;31.703608;4;119;5,5;1251
148925093;42.187986;6;92;6,3;1251
63905366;49.660055;4;123;5,7;1252
163936074;42.512296;5;100;6,3;1252
55464861;35.735689;7;104;5,9;1254
55572378;34.532418;5;94;6,6;1257
-68351500;39.448066;5;96;5,4;1260
21596251;29.295801;6;123;6,7;1261
31187783;33.372828;6;100;5,3;1261
321889678;28.969151;5;124;7;1262
18428063;55.806402;4;79;6,6;1262
89977104;19.402816;5;115;6,6;1262
33782078;31.191975;5;111;6,5;1263
-130536;45.388937;5;119;7,4;1264
100786397;38.643914;4;113;6,5;1265
18000000;43.882857;7;107;5,7;1266
-12168369;50.561849;3;105;5,2;1267
84394835;29.880122;6;94;6,1;1267
148397415;53.043124;6;111;6,5;1267
43265139;38.634767;4;94;5,5;1269
149012234;45.154631;1;115;6,5;1270
111757863;41.515702;6;83;6;1272
-1942885;51.915025;6;140;7,7;1272
-6179242;50.767332;6;122;6,5;1276
10680864;56.257249;5;127;5,3;1277
-25592384;85.428395;4;102;6,3;1286
50441250;24.13081;6;110;7,4;1286
170200000;36.125715;6;88;6,5;1288
103412065;12.06538;5;94;6,1;1292
166114570;26.780961;1;104;7;1293
126713434;57.374341;6;127;7,4;1300
-7819725;44.511363;6;118;7,2;1301
192234864;42.990906;3;113;5,8;1303
108587880;53.727146;4;105;6,1;1306
64112375;40.06688;4;178;7,8;1307
81120329;55.249434;6;150;7,2;1308
56702060;53.090422;5;93;5,8;1309
41647656;39.006187;6;106;5,7;1309
91216940;24.860326;6;138;7,7;1310
65771527;55.659988;6;85;7,1;1314
54478416;51.742065;7;109;6,6;1315
56936910;52.612025;4;106;5,7;1316
193340800;47.456823;6;86;7;1316
30282296;28.350529;4;124;7,4;1317
35028634;40.28709;6;100;3,4;1322
33372757;48.237797;5;106;6,4;1323
29308881;36.921445;6;110;7,4;1323
77551594;38.820858;5;106;6,2;1325
-24037525;41.796339;6;119;5,9;1326
122780440;38.688822;6;107;6,1;1331
185696994;29.558157;5;91;6;1333
-17872105;34.828241;6;122;7;1335
32780981;38.0958;6;89;6,1;1337
483000000;41.967005;5;127;6,9;1339
184082376;30.951203;5;115;6,9;1343
69679598;35.169779;5;104;6,5;1343
134104620;33.691694;4;140;6,5;1344
257553595;36.432598;6;108;6;1344
123076205;34.773106;5;115;6,3;1345
241552094;84.366984;7;92;6,5;1346
116267476;52.571674;4;102;6,1;1350
81700000;46.007991;6;88;6,9;1355
173634991;61.76233;5;147;7,7;1355
256929795;35.310712;6;97;6,5;1356
93147947;36.58383;6;135;7,7;1358
93450062;38.94708;5;94;4,2;1360
240228084;2.143764;5;97;5,8;1363
92000000;37.44963;4;109;5,9;1365
67874843;31.162838;5;106;7,3;1368
436642939;32.829538;4;115;6,1;1373
95944660;33.8473;6;144;7,2;1374
132798761;41.493042;5;120;6,7;1374
34823199;45.149948;5;123;6,5;1375
30302314;38.799596;5;98;6,4;1378
60206216;46.180421;5;133;7;1381
70432927;24.399642;6;107;6,1;1383
51270454;38.272889;3;119;7,6;1384
222141403;45.419668;6;104;6,2;1386
64596398;51.146047;5;100;7,3;1386
557841637;30.780599;5;108;6,4;1386
256128639;60.034162;3;112;5,2;1387
19533783;25.329493;6;107;7,4;1388
91974557;38.994297;3;103;5,9;1389
110669540;37.668301;4;140;6,2;1398
39096190;37.104353;4;126;6,7;1399
121081192;57.925623;4;154;5,4;1400
98442937;43.055253;5;137;7,3;1400
131497771;47.455148;5;100;6;1401
266589150;47.651878;6;70;6,9;1405
82573028;56.805781;5;102;5,7;1406
284335608;37.272385;5;108;5,9;1410
96282949;43.057323;6;108;6,7;1414
33719388;42.472324;4;141;7,2;1417
113207122;50.073575;6;125;4,2;1418
61505388;56.811056;2;117;5,5;1418
131822020;31.242999;3;138;7,6;1422
9584500;43.729123;5;102;6,3;1422
206509870;36.167578;5;94;6;1423
207448382;46.217769;6;124;5,8;1424
136000000;26.721386;6;86;6,4;1424
56353501;51.927471;5;92;6,2;1428
210293450;36.307296;6;149;6,7;1429
151000000;44.927635;3;99;5,5;1431
86804348;45.565918;5;94;7,4;1432
36923945;50.319662;6;92;6,8;1434
-46840695;61.245957;6;86;7,6;1436
156781193;34.519636;4;109;6,2;1437
7640272;41.996783;4;95;5,5;1442
58326666;58.553213;2;92;7,1;1444
132466756;49.199234;3;116;5,5;1448
255487652;29.21998;3;107;6,6;1449
152764291;44.815022;4;120;7;1451
52278331;48.552871;5;117;6,4;1451
7916563;34.821223;4;94;7,7;1451
11216641;28.670477;4;118;5,7;1455
260062621;51.469576;5;136;6,9;1456
291079773;47.845589;4;81;6,7;1457
34696996;37.378081;5;124;6,9;1462
73758521;50.179171;4;91;5,6;1462
52394288;63.848541;4;100;5,8;1463
0;32.808675;5;116;5,8;1468
117026136;24.218358;4;125;7;1468
65283742;35.580815;3;109;5,8;1470
140875730;47.323228;4;100;6,4;1474
159046663;45.99611;6;111;7;1476
5117339;31.60985;4;147;7,6;1477
164043761;44.135568;6;134;7,5;1480
147202299;52.995628;6;118;6,1;1485
73690726;49.593978;5;109;7,2;1486
105446362;32.693093;5;121;5,9;1486
76586316;57.84156;6;131;7,4;1486
14857814;44.533612;6;98;7,6;1486
68617009;31.019381;6;116;7,2;1486
110212904;63.071046;6;93;7,2;1488
-14000000;45.616098;6;170;7;1489
69327687;51.113717;7;78;7,2;1490
64574188;29.342744;6;94;6,7;1493
393226958;61.692197;2;89;6,7;1497
236529144;48.205606;4;121;5,2;1498
166465037;42.361215;6;157;7,4;1502
59423648;62.925175;6;129;7,5;1506
31371017;44.090535;5;106;6,1;1509
260686217;49.661984;6;113;6,2;1514
27673162;40.631671;4;154;7,3;1514
163664608;50.163785;6;123;7,2;1516
248773813;60.225219;5;99;7,4;1517
233871007;63.473086;4;94;6,8;1519
137277636;54.81489;5;130;6,1;1520
44287414;51.109279;6;89;7,1;1522
49602163;60.467984;4;114;6;1523
84984035;43.873266;6;118;5,8;1523
-84000000;44.34333;5;116;6,4;1526
109295601;37.084384;3;121;7,4;1526
75388063;58.57976;6;120;6,5;1527
101010032;67.169587;6;117;6,2;1528
61340801;49.020045;5;106;6,4;1528
230854823;33.648404;4;144;6,6;1532
108360480;34.981698;5;138;5,3;1533
65670357;82.185281;4;108;6,1;1536
52208711;37.817905;6;158;7,9;1537
134918407;37.02665;5;117;6,3;1543
82766062;59.194915;2;162;7,1;1546
144930431;44.906918;3;109;5,9;1547
26724284;62.554173;5;94;7,5;1551
-14640355;44.566609;6;107;6,9;1552
60293714;45.299089;6;146;7,3;1553
292275019;47.094369;2;90;5,8;1557
16214377;58.782359;5;129;6,7;1560
143339556;38.068736;6;147;6,3;1564
88000000;49.070321;5;88;6,5;1564
94492830;43.450266;6;109;5,9;1567
102100758;60.829621;6;86;6,2;1567
10772733;27.835436;6;119;6,3;1570
61175291;31.893932;5;130;6,1;1573
4441873;53.670525;6;122;6,8;1573
74712439;41.045084;5;110;6,2;1573
115674180;37.654688;5;117;6,5;1575
243572744;29.487784;4;82;6,5;1579
41134059;29.876507;5;124;6,4;1581
175813770;67.608041;6;110;6,8;1581
165676146;46.075037;6;138;6,8;1583
196197492;28.497242;2;92;5,4;1584
4629760;52.731379;6;109;7,8;1588
70940411;42.881415;6;109;6,6;1589
346884651;57.110486;4;119;6,5;1590
416286195;30.884535;4;125;7;1591
142083102;45.072136;5;106;6,9;1596
280208309;25.767395;6;129;7,2;1597
336247917;28.848187;6;106;6,4;1599
303237933;68.140214;6;140;7,3;1599
175159255;6.227675;4;95;5,6;1600
30565421;45.514031;4;130;6,2;1602
376170825;56.747978;7;95;6,7;1603
6836616;64.181668;6;108;6,9;1603
184989584;39.920035;4;113;6,1;1611
46915017;36.960953;6;110;7,1;1615
145754447;61.849521;4;99;5,8;1621
7792502;39.127082;5;110;5,9;1623
174000000;32.798571;6;110;6,8;1626
194651413;53.978602;5;150;6,3;1630
139376254;45.220386;5;129;7,3;1630
109773545;45.856409;6;114;6,2;1633
59876233;52.081131;6;122;7,3;1634
30977967;67.417542;3;102;7,6;1642
138965010;34.005726;5;111;5,6;1645
84578751;40.262261;4;106;5,9;1648
92217396;41.249004;6;86;6,4;1648
2547569;16.032594;5;105;6,7;1648
166972543;45.318703;4;107;6,2;1650
77669379;26.60772;5;106;6,5;1652
162902372;65.90161;5;125;5,6;1652
20485608;35.395129;4;140;6,8;1653
-14000000;1.551497;6;119;6,1;1658
72915111;44.478043;4;115;6,7;1659
0;25.881355;5;101;7,4;1660
255883523;17.107065;5;125;6,5;1661
52263166;41.083914;4;94;7,6;1662
298100420;34.576913;5;118;6,4;1665
96072649;43.192048;7;107;6,5;1667
214276927;49.292384;4;110;7,2;1668
-6000000;33.296684;6;90;7,1;1671
200000000;59.113174;6;126;6,6;1673
143400000;76.842247;4;99;5,6;1680
146780824;43.865294;5;95;6,2;1685
92523181;14.793177;4;102;7,8;1686
22928932;34.433521;4;92;6,6;1692
86069509;72.641296;5;97;5,3;1695
275444045;29.97224;6;108;6,6;1698
341830601;58.900647;6;110;6,7;1698
178731369;41.426678;4;103;6;1699
122407024;33.872182;6;118;6,5;1699
37478166;54.550275;3;97;7,3;1701
92820716;38.306954;4;157;6,7;1702
73468292;8.282876;7;104;6,1;1705
191430189;38.864027;5;102;6;1705
4628948;64.782984;5;91;7,5;1708
387800000;49.510658;1;133;7,6;1709
196317921;43.129703;6;113;7,1;1710
118738393;46.834704;6;114;5,2;1712
31801389;43.217089;7;93;7,7;1717
80542952;33.912116;6;91;6,4;1723
129370084;56.268916;4;113;6,5;1725
156926147;51.692953;7;93;6,6;1736
95509150;58.594852;2;103;6,5;1737
114379533;31.349143;3;83;5,9;1743
449000000;45.473484;6;119;7;1746
142988466;46.781182;5;90;6,5;1747
159979994;41.845878;6;98;6,3;1750
36949164;37.68056;4;136;6,5;1770
148427584;60.246978;5;121;6,7;1772
77719885;45.490374;5;113;4,8;1777
45200903;29.041198;5;113;6,2;1778
26089287;55.964605;5;109;6,7;1778
320448145;49.526736;5;116;6,8;1783
57552050;43.151268;2;104;6,5;1789
30187659;18.493202;6;108;6,7;1789
309220945;34.20669;2;183;6,6;1791
116235147;72.19808;1;119;5,5;1791
4760104;46.114184;6;97;6,8;1794
116172544;61.025639;2;127;6,1;1795
41980456;53.811461;2;94;6,4;1798
137231186;21.218;1;88;5,9;1799
277375031;36.238968;2;108;6,7;1804
601921274;44.989192;4;93;6,4;1808
-23467223;70.398356;1;106;7,5;1808
453900354;44.141021;5;89;6,2;1810
80989651;44.455166;6;144;7,2;1811
155990978;43.849351;3;104;6,4;1813
27341770;44.356711;3;130;6,4;1814
19327201;42.933027;6;125;6;1817
12674076;100.876794;4;100;7,3;1832
27000000;47.006162;6;131;7,2;1840
222424282;115.597753;4;97;6,1;1851
231275374;35.777067;6;107;6,5;1859
90112671;58.401204;5;88;6,1;1862
85072577;50.587541;3;150;8;1864
204931766;37.073127;1;135;7;1869
515692281;51.247321;4;91;6,7;1880
159564672;53.114573;5;121;7,1;1881
380809770;48.356214;3;157;7,1;1884
55366737;39.004588;5;131;6,4;1891
77195061;43.571612;6;77;7,2;1894
316758981;52.341226;6;154;7,3;1895
115723856;45.66662;1;102;6,5;1895
170031094;57.69847;2;124;6,6;1896
86183530;43.815492;6;120;6,5;1905
93772504;46.160048;7;167;7,1;1910
159417255;57.753914;5;128;7;1910
99272124;42.191509;3;146;7,8;1910
183437063;80.171283;2;83;5,9;1914
136567581;57.773583;4;133;7,3;1915
191887208;68.757242;5;95;6,7;1918
116070171;62.766854;6;110;6,6;1919
128031828;101.599427;4;150;5,6;1921
161941670;61.788035;4;97;7,1;1922
247451894;58.849256;6;131;6,4;1926
421388105;54.931334;4;123;5,9;1928
130000000;64.504747;4;84;6,6;1935
73512300;64.610671;5;109;6,1;1937
-8962258;57.673932;6;95;6,6;1940
258506194;71.496894;5;115;6,8;1940
71906372;57.889964;5;112;5,6;1945
11980005;56.76349;4;120;5,2;1945
173118121;42.006908;2;106;6,9;1946
280170008;68.794673;6;134;7;1949
99782847;82.975841;5;104;4,9;1954
587600867;44.041186;1;93;6;1959
127469017;32.852443;3;118;5,6;1962
263106170;81.781591;4;105;5,9;1971
40349000;43.40352;5;164;5,9;1971
135926552;34.035114;6;146;6,8;1974
83449237;38.473732;5;116;6,2;1983
132875308;60.732738;7;134;8,2;1983
121119219;43.753585;4;94;7,4;1990
40663276;82.052056;5;112;7,4;1990
210710455;49.549984;6;119;8,2;1991
52919055;46.199482;5;125;7,6;1994
69246868;86.105615;4;121;5,9;1998
226312624;42.069993;5;122;6,5;1999
433306145;47.584643;4;122;7,5;2005
214320254;67.427755;5;88;7,6;2008
131497209;61.121717;2;118;6;2010
19785914;51.970905;6;157;7,3;2023
138274123;47.559928;1;113;7;2025
247850012;63.079003;4;126;6,5;2028
160350661;10.520961;5;107;6,2;2028
359852396;49.98659;7;106;5,8;2033
60337295;46.630062;2;119;6,2;2035
113167691;41.472404;5;123;7,5;2039
110724603;29.91353;4;107;6,6;2051
57960381;49.973462;4;153;8;2055
83060858;73.307513;5;113;7,3;2060
241940071;89.938296;3;107;6,7;2061
69984862;40.715623;6;100;6,4;2065
276101666;51.881077;6;128;6,9;2066
27266564;45.310443;5;102;6,1;2066
61709827;65.364452;2;123;7,3;2067
87100449;74.817641;6;123;7,8;2067
-6040249;35.387874;6;109;7,4;2071
275780809;1.859364;4;92;5,7;2077
650000;59.259204;2;96;6,9;2078
273531464;48.93337;4;128;6,4;2089
183329073;48.829437;4;100;6,2;2093
80235548;50.009408;5;107;7,3;2093
376348924;44.104469;6;126;7;2096
101463226;33.436092;6;113;7;2100
155181299;41.176631;5;107;6;2104
121482882;61.437586;6;99;6,6;2105
94025485;64.928382;4;131;5,5;2114
24139100;43.926995;4;132;6,1;2124
252744280;76.840712;5;125;6,4;2124
-12335441;38.885195;3;112;7,2;2126
206613439;67.447636;4;138;6,5;2129
15770160;32.319043;3;126;7;2141
85147509;66.21806;5;116;5,3;2142
235000000;69.405188;4;109;5,9;2143
77107755;32.363538;5;118;6,6;2164
394635760;46.200042;1;96;6,5;2166
63707310;62.933899;4;96;7,1;2181
102711669;63.655973;6;103;5,7;2184
159703340;41.498631;2;100;5,7;2192
68573774;38.623178;4;121;7,4;2199
277771424;88.844777;3;109;6,1;2200
335013274;41.862983;7;130;6;2206
66952305;45.395839;6;92;3,9;2210
32700000;40.28635;4;103;6,3;2224
33318987;47.479755;6;122;6,5;2225
107713139;47.686442;5;106;5,6;2233
115483765;40.526587;5;109;6,5;2237
121752617;66.242737;2;83;5,6;2238
223911584;19.782725;4;96;5,5;2244
98350426;32.746486;6;112;7,3;2247
145764026;46.942396;3;85;6,4;2251
36486080;73.987775;5;95;6,5;2263
452068851;46.875375;4;87;6,9;2264
33145109;48.744209;5;116;7,1;2265
273677183;63.148529;4;123;6,3;2268
172809600;83.295796;1;106;6,8;2268
796686817;69.457898;2;94;6,5;2271
52247624;33.003828;2;123;7,7;2277
82000000;50.309843;6;98;6,5;2277
638958165;42.986467;5;93;6;2278
47977596;38.126095;4;100;4,4;2278
70877916;52.792678;5;143;7,3;2281
3039258;58.991388;4;119;5,9;2295
224483004;60.767168;6;95;6,4;2296
630491347;107.069763;4;124;5,8;2301
56306973;52.744331;5;101;7,4;2301
15537191;45.94834;4;114;6,6;2303
243258859;87.350802;4;95;6,8;2303
-31657368;74.168016;5;112;6,1;2304
-165710090;49.046956;4;149;5,9;2311
4800000;88.377076;6;161;8,4;2311
185154643;62.169881;4;116;6,2;2317
95527149;50.306728;3;113;5,7;2320
31193052;93.067866;5;109;8,2;2320
112042871;36.423717;6;97;6,9;2320
459739379;48.572726;3;116;6,2;2322
343000000;61.22601;4;187;6,6;2337
295484914;62.641286;4;123;5,9;2341
122688965;66.757869;5;102;5,7;2342
237637473;46.115758;5;139;5,6;2350
94041322;38.21708;4;107;6,3;2359
448514353;101.187052;5;105;6,7;2374
145529201;64.457947;4;92;6,2;2389
419272402;41.380094;4;124;6,2;2392
340991681;81.487685;5;120;6,3;2395
227580051;71.510596;4;102;6,1;2397
450178928;64.183321;4;98;6,8;2399
458684675;2.186927;6;103;7,1;2414
130772375;42.213765;6;138;6,5;2415
54025816;55.424027;5;121;7,2;2416
26039392;49.12486;6;99;5,9;2420
86328627;54.403033;6;86;7,6;2428
176743061;42.741719;4;109;5,5;2430
142617430;47.651083;4;158;7,2;2434
210095987;37.069253;4;112;6,6;2435
659827462;94.815867;1;130;5,6;2436
501137675;7.255718;4;130;7,1;2438
186763646;70.456012;4;132;7,7;2439
92851197;37.990705;6;118;7;2443
2890108;11.573034;6;102;7;2443
40000000;52.786917;5;134;7,6;2454
171353001;71.862892;4;115;5,9;2463
149022588;68.734513;5;115;6,2;2463
93286421;53.698683;5;103;5,9;2468
328583407;85.30318;6;101;6,6;2472
413799566;58.485967;4;151;6,4;2482
19851172;51.872839;5;114;5,1;2487
156074524;2.502487;6;129;6,2;2487
224681935;48.775723;4;120;4,9;2491
601636033;75.674458;4;122;5,7;2495
73708457;81.829237;6;121;6,6;2512
155637091;140.849495;5;105;5,6;2513
252077295;80.581367;5;117;7,7;2525
183270008;73.82289;5;110;6,4;2528
113843127;42.840582;5;100;5;2532
26962574;58.845025;7;114;4,9;2535
103862963;59.634029;4;105;6,7;2542
463654000;50.152327;4;124;7,5;2542
709000000;99.687084;3;115;6,1;2553
187945075;53.161905;5;110;7,6;2562
273375603;56.257411;5;91;6,8;2566
158471816;65.352913;5;122;6,6;2568
125478348;48.445978;5;141;7,2;2583
159047763;60.810723;4;92;5,4;2589
2687603;43.349855;4;114;5,5;2598
