budget;popularity;Years_old;revenue;runtime;title;vote_average;vote_count
45000000;29.880122;15;129394835;94;Resident Evil: Apocalypse;6.1;1267
48000000;53.043124;17;196397415;111;Panic Room;6.5;1267
69000000;38.634767;7;112265139;94;Abraham Lincoln: Vampire Hunter;5.5;1269
75000000;45.154631;22;224012234;115;Con Air;6.5;1270
60000000;41.515702;21;171757863;83;Antz;6;1272
25000000;51.915025;8;23057115;140;Warrior;7.7;1272
100000000;50.767332;4;93820758;122;In the Heart of the Sea;6.5;1276
140000000;56.257249;3;150680864;127;Gods of Egypt;5.3;1277
65000000;85.428395;5;39407616;102;Sin City: A Dame to Kill For;6.3;1286
21000000;24.13081;18;71441250;110;The Royal Tenenbaums;7.4;1286
80000000;36.125715;23;250200000;88;Space Jam;6.5;1288
45000000;12.06538;12;148412065;94;Resident Evil: Extinction;6.1;1292
30000000;26.780961;7;196114570;104;The Vow;7;1293
52500000;57.374341;18;179213434;127;Moulin Rouge!;7.4;1300
18500000;44.511363;21;10680275;118;Fear and Loathing in Las Vegas;7.2;1301
180000000;42.990906;12;372234864;113;The Golden Compass;5.8;1303
10000000;53.727146;3;118587880;105;The Purge: Election Year;6.1;1306
52000000;40.06688;24;116112375;178;Casino;7.8;1307
90000000;55.249434;22;171120329;150;Contact;7.2;1308
45000000;53.090422;11;101702060;93;Journey to the Center of the Earth;5.8;1309
22000000;39.006187;3;63647656;106;Hail, Caesar!;5.7;1309
35000000;24.860326;22;126216940;138;L.A. Confidential;7.7;1310
80000000;55.659988;17;145771527;85;Lilo & Stitch;7.1;1314
50000000;51.742065;14;104478416;109;The Hitchhiker's Guide to the Galaxy;6.6;1315
90000000;52.612025;4;146936910;106;The Last Witch Hunter;5.7;1316
15000;47.456823;12;193355800;86;Paranormal Activity;5.9;1316
53000000;28.350529;18;83282296;124;Blow;7.4;1317
8500000;40.28709;4;43528634;100;The DUFF;6.8;1322
30000000;48.237797;6;63372757;106;Side Effects;6.4;1323
27000000;36.921445;13;56308881;110;Lucky Number Slevin;7.4;1323
60000000;38.820858;8;137551594;106;Contagion;6.2;1325
175000000;41.796339;6;150962475;119;47 Ronin;5.9;1326
25000000;38.688822;8;147780440;107;No Strings Attached;6.1;1331
75000000;29.558157;14;260696994;91;Robots;6;1333
42000000;34.828241;14;24127895;122;Lord of War;7;1335
28000000;38.0958;18;60780981;89;Zoolander;6.1;1337
22000000;41.967005;29;505000000;127;Ghost;6.9;1339
60000000;30.951203;11;244082376;115;Marley & Me;6.9;1343
25000000;35.169779;12;94679598;104;1408;6.5;1343
80000000;33.691694;10;214104620;140;Public Enemies;6.5;1344
30000000;36.432598;18;287553595;108;American Pie 2;6;1344
85000000;34.773106;7;208076205;115;Safe House;6.3;1345
132000000;84.366984;5;373552094;92;Penguins of Madagascar;6.5;1346
20000000;52.571674;10;136267476;102;17 Again;6.1;1350
2600000;46.007991;79;84300000;88;Pinocchio;6.9;1355
28000000;61.76233;4;201634991;147;Straight Outta Compton;7.7;1355
25000000;35.310712;18;281929795;97;Bridget Jones's Diary;6.5;1356
28000000;36.58383;14;121147947;135;Pride & Prejudice;7.7;1358
5000000;38.94708;4;98450062;94;The Visit;6;1360
60000000;2.143764;9;300228084;97;Resident Evil: Afterlife;5.8;1363
70000000;37.44963;22;162000000;109;Alien: Resurrection;5.9;1365
11000000;31.162838;5;78874843;106;If I Stay;7.3;1368
80000000;32.829538;15;516642939;115;Meet the Fockers;6.1;1373
57000000;33.8473;22;152944660;144;The Devil's Advocate;7.2;1374
14500000;41.493042;23;147298761;120;Romeo + Juliet;6.7;1374
35000000;45.149948;11;69823199;123;21;6.5;1375
23000000;38.799596;19;53302314;98;Final Destination;6.4;1378
50000000;46.180421;8;110206216;133;Moneyball;7;1381
100000000;24.399642;9;170432927;107;The Other Guys;6.1;1383
25000000;38.272889;32;76270454;119;The Untouchables;7.6;1384
123000000;45.419668;19;345141403;104;How the Grinch Stole Christmas;6.2;1386
60000000;51.146047;10;124596398;100;Coraline;7.3;1386
52000000;30.780599;11;609841637;108;Mamma Mia!;6.4;1386
145000000;60.034162;11;401128639;112;The Mummy: Tomb of the Dragon Emperor;5.2;1387
15000000;25.329493;11;34533783;107;In Bruges;7.4;1388
65000000;38.994297;7;156974557;103;This Means War;5.9;1389
200000000;37.668301;9;310669540;140;Robin Hood;6.2;1398
18000000;37.104353;12;57096190;126;The Mist;6.7;1399
270000000;57.925623;13;391081192;154;Superman Returns;5.4;1400
65000000;43.055253;5;163442937;137;Unbroken;7.3;1400
15000000;47.455148;6;146497771;100;Mama;6;1401
858000;47.651878;77;267447150;70;Bambi;6.8;1405
11500000;56.805781;3;94073028;102;Dirty Grandpa;5.7;1406
100000000;37.272385;13;384335608;108;Happy Feet;5.9;1410
35000000;43.057323;16;131282949;108;School of Rock;6.7;1414
50000000;42.472324;5;83719388;141;The Judge;7.2;1417
125000000;50.073575;22;238207122;125;Batman & Robin;4.2;1418
95000000;56.811056;16;156505388;117;Lara Croft Tomb Raider: The Cradle of Life;5.5;1418
25000000;31.242999;16;156822020;138;Mystic River;7.6;1422
878000;43.729123;77;10462500;102;Casablanca;7.9;1422
175000000;36.167578;10;381509870;94;Monsters vs Aliens;6;1423
70000000;46.217769;17;277448382;124;xXx;5.8;1424
45000000;26.721386;22;181000000;86;Liar Liar;6.4;1424
35000000;51.927471;10;91353501;92;Underworld: Rise of the Lycans;6.2;1428
65000000;36.307296;7;275293450;149;Lincoln;6.7;1429
150000000;44.927635;7;301000000;99;Wrath of the Titans;5.5;1431
53000000;45.565918;22;139804348;94;Anastasia;7.4;1432
3500000;50.319662;3;40423945;92;The Witch;6.3;1434
70000000;61.245957;20;23159305;86;The Iron Giant;7.6;1436
40000000;34.519636;5;196781193;109;The Other Woman;6.2;1437
1800000;41.996783;55;9440272;95;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;8;1442
15000000;58.553213;31;73326666;92;Beetlejuice;7.1;1444
70000000;49.199234;8;202466756;116;Battle: Los Angeles;5.5;1448
85000000;29.21998;12;340487652;107;Enchanted;6.6;1449
65000000;44.815022;15;217764291;120;Collateral;7;1451
25000000;48.552871;7;77278331;117;The Grey;6.4;1451
12500000;34.821223;11;20416563;94;The Boy in the Striped Pyjamas;7.7;1451
35000000;28.670477;6;46216641;118;Parker;5.7;1455
75000000;51.469576;23;335062621;136;The Rock;6.9;1456
55000000;47.845589;24;346079773;81;Pocahontas;6.7;1457
61000000;37.378081;12;95696996;124;Shooter;6.9;1462
35000000;50.179171;3;108758521;91;Neighbors 2: Sorority Rising;5.6;1462
30000000;63.848541;6;82394288;100;Carrie;5.8;1463
37000000;24.218358;9;154026136;125;The Town;7;1468
150000000;35.580815;9;215283742;109;The Sorcerer's Apprentice;5.8;1470
165000000;47.323228;15;305875730;100;The Polar Express;6.4;1474
14000000;45.99611;23;173046663;111;Scream;7;1476
15000000;31.60985;18;20117339;147;Mulholland Drive;7.6;1477
14000000;44.135568;14;178043761;134;Brokeback Mountain;7.5;1480
90000000;52.995628;19;237202299;118;Gone in Sixty Seconds;6.1;1485
53000000;49.593978;10;126690726;109;Law Abiding Citizen;7.2;1486
50000000;32.693093;10;155446362;121;Knowing;5.9;1486
16000000;44.533612;32;30857814;98;The Princess Bride;7.6;1486
25000000;31.019381;9;93617009;116;The Fighter;7.2;1486
15000000;63.071046;37;125212904;93;First Blood;7.2;1488
116000000;45.616098;15;102000000;170;The Aviator;7;1489
100000000;51.113717;19;169327687;78;The Emperor's New Groove;7.2;1490
26000000;29.342744;15;90574188;94;Anchorman: The Legend of Ron Burgundy;6.7;1493
80000000;61.692197;4;473226958;89;Hotel Transylvania 2;6.7;1497
100000000;48.205606;24;336529144;121;Batman Forever;5.2;1498
100000000;42.361215;12;266465037;157;American Gangster;7.4;1502
50000000;62.925175;22;109423648;129;The Game;7.5;1506
70000000;44.090535;23;101371017;106;Mars Attacks!;6.1;1509
155000000;49.661984;9;415686217;113;The Chronicles of Narnia: The Voyage of the Dawn Treader;6.2;1514
12000000;40.631671;22;39673162;154;Jackie Brown;7.3;1514
60000000;50.163785;25;223664608;123;Interview with the Vampire;7.2;1516
6500000;60.225219;5;255273813;99;Annabelle;5.6;1517
135000000;63.473086;4;368871007;94;Home;6.8;1519
66000000;54.81489;5;203277636;130;Need for Speed;6.1;1520
8000000;51.109279;33;52287414;89;Stand by Me;7.8;1522
115000000;60.467984;3;164602163;114;The Huntsman: Winter's War;6;1523
70000000;43.873266;5;154984035;118;The Monuments Men;5.8;1523
40000000;37.084384;6;149295601;121;Lone Survivor;7.4;1526
85000000;58.57976;11;160388063;120;Hellboy II: The Golden Army;6.5;1527
54000000;67.169587;17;155010032;117;Blade II;6.2;1528
50000000;49.020045;13;111340801;106;Underworld: Evolution;6.4;1528
70000000;33.648404;28;300854823;144;Hook;6.6;1532
137000000;34.981698;16;245360480;138;Hulk;5.3;1533
42000000;82.185281;5;107670357;108;Horrible Bosses 2;6.1;1536
25000000;37.817905;12;77208711;158;There Will Be Blood;7.9;1537
80000000;37.02665;8;214918407;117;Just Go with It;6.3;1543
54000000;59.194915;29;136766062;162;The Godfather: Part III;7.1;1546
117000000;44.906918;9;261930431;109;Knight and Day;5.9;1547
5000000;62.554173;6;31724284;94;Spring Breakers;5;1551
20000000;44.566609;17;5359645;107;Equilibrium;6.9;1552
70000000;45.299089;15;130293714;146;Man on Fire;7.3;1553
75000000;47.094369;15;367275019;90;Shark Tale;5.8;1557
105000000;58.782359;22;121214377;129;Starship Troopers;6.7;1560
130000000;38.068736;16;273339556;147;Bad Boys II;6.3;1564
12000000;49.070321;7;100000000;88;Project X;6.5;1564
50000000;43.450266;8;144492830;109;I Am Number Four;5.9;1567
17000000;60.829621;3;119100758;86;The Shallows;6.2;1567
105000000;27.835436;15;115772733;119;The Chronicles of Riddick;6.3;1570
25000000;31.893932;6;86175291;130;Pain & Gain;6.1;1573
30000000;53.670525;4;34441873;122;Steve Jobs;6.8;1573
3000000;41.045084;7;77712439;110;Sinister;6.7;1573
43000000;37.654688;6;158674180;117;The Heat;6.5;1575
18000000;29.487784;13;261572744;82;Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;6.5;1579
60000000;29.876507;4;101134059;124;Joy;6.4;1581
6000000;67.608041;41;181813770;110;Grease;7.2;1581
80000000;46.075037;22;245676146;138;Face/Off;6.8;1583
20000000;28.497242;8;216197492;92;Bad Teacher;5.4;1584
15000000;52.731379;37;19629760;109;The Thing;7.8;1588
61000000;42.881415;6;131940411;109;2 Guns;6.6;1589
23000000;57.110486;21;369884651;119;There's Something About Mary;6.5;1590
25000000;30.884535;26;441286195;125;Mrs. Doubtfire;7;1591
11000000;45.072136;35;153083102;106;Gremlins;6.9;1596
29000000;25.767395;10;309208309;129;The Blind Side;7.2;1597
72000000;28.848187;17;408247917;106;Signs;6.4;1599
52000000;68.140214;24;355237933;140;Apollo 13;7.3;1599
65000000;6.227675;7;240159255;95;Resident Evil: Retribution;5.6;1600
60000000;45.514031;6;90565421;130;The Mortal Instruments: City of Bones;6.2;1602
145000000;56.747978;3;521170825;95;Kung Fu Panda 3;6.7;1603
19000000;64.181668;23;25836616;108;From Dusk Till Dawn;6.9;1603
50000000;39.920035;7;234989584;113;American Reunion;6.1;1611
40000000;36.960953;13;86915017;110;The Illusionist;7.1;1615
60000000;61.849521;3;205754447;99;London Has Fallen;5.8;1621
82000000;39.127082;8;89792502;110;Sucker Punch;5.9;1623
41000000;32.798571;17;215000000;110;8 Mile;6.8;1626
225000000;53.978602;11;419651413;150;The Chronicles of Narnia: Prince Caspian;6.3;1630
45000000;45.220386;13;184376254;129;Inside Man;7.3;1630
50000000;45.856409;27;159773545;114;Alien³;6.2;1633
45000000;52.081131;18;104876233;122;Training Day;7.3;1634
2777000;67.417542;80;33754967;102;The Wizard of Oz;7.4;1642
35000000;34.005726;6;173965010;111;Identity Thief;5.6;1645
90000000;40.262261;6;174578751;106;Percy Jackson: Sea of Monsters;5.9;1648
15000000;41.249004;25;107217396;86;Ace Ventura: Pet Detective;6.4;1648
1350000;16.032594;21;3897569;105;Lock, Stock and Two Smoking Barrels;7.5;1648
50000000;45.318703;3;216972543;107;Central Intelligence;6.2;1650
50200000;26.60772;8;127869379;106;The Adjustment Bureau;6.5;1652
50000000;65.90161;5;212902372;125;Into the Woods;5.6;1652
15000000;35.395129;6;35485608;140;The Place Beyond the Pines;6.8;1653
58000000;1.551497;6;44000000;119;The Internship;6.1;1658
50000000;44.478043;6;122915111;115;Escape Plan;6.7;1659
32500000;17.107065;8;288383523;125;Bridesmaids;6.5;1661
16000000;41.083914;7;68263166;94;Moonrise Kingdom;7.6;1662
70000000;34.576913;14;368100420;118;Hitch;6.4;1665
92000000;43.192048;11;188072649;107;Tropic Thunder;6.5;1667
38000000;49.292384;9;252276927;110;True Grit;7.2;1668
80000000;59.113174;27;280000000;126;Batman Returns;6.6;1673
100000000;76.842247;5;243400000;99;Hercules;5.6;1680
65000000;43.865294;9;211780824;95;Due Date;6.2;1685
8000000;14.793177;13;100523181;102;Little Miss Sunshine;7.5;1686
21000000;34.433521;17;43928932;92;The Transporter;6.6;1692
40000000;72.641296;5;126069509;97;Sex Tape;5.3;1695
55000000;29.97224;19;330444045;108;Meet the Parents;6.6;1698
15000000;58.900647;33;356830601;110;Top Gun;6.7;1698
100000000;41.426678;9;278731369;103;The Tourist;6;1699
19000000;33.872182;24;141407024;118;Bad Boys;6.5;1699
16000000;54.550275;20;53478166;97;10 Things I Hate About You;7.3;1701
40000000;38.306954;7;132820716;157;Zero Dark Thirty;6.7;1702
85000000;8.282876;13;158468292;104;The Fast and the Furious: Tokyo Drift;6.1;1705
80000000;38.864027;9;271430189;102;Grown Ups;6;1705
400000;64.782984;44;5028948;91;Monty Python and the Holy Grail;7.8;1708
25000000;49.510658;31;412800000;133;Rain Man;7.6;1709
65000000;43.129703;29;261317921;113;Total Recall;7.1;1710
110000000;46.834704;12;228738393;114;Ghost Rider;5.2;1712
16000000;43.217089;10;47801389;93;Hachi: A Dog's Tale;7.7;1717
17000000;33.912116;6;97542952;91;Evil Dead;6.4;1723
170000000;56.268916;3;299370084;113;Alice Through the Looking Glass;6.5;1725
175000000;51.692953;4;331926147;93;The Good Dinosaur;6.6;1736
1500000;58.594852;9;97009150;103;Insidious;6.8;1737
65000000;31.349143;7;179379533;83;The Dictator;5.9;1743
14000000;45.473484;29;463000000;119;Pretty Woman;7;1746
100000000;46.781182;10;242988466;90;Cloudy with a Chance of Meatballs;6.5;1747
150000000;41.845878;11;309979994;98;Bolt;6.3;1750
126000000;37.68056;14;162949164;136;The Island;6.5;1770
55000000;60.246978;4;203427584;121;Everest;6.7;1772
5000000;45.490374;17;82719885;113;28 Days Later;7.1;1777
60000000;29.041198;6;105200903;113;Gangster Squad;6.2;1778
20000000;55.964605;6;46089287;109;The World's End;6.7;1778
30000000;49.526736;25;350448145;116;Speed;6.8;1783
40000000;43.151268;8;97552050;104;Paul;6.5;1789
23000000;18.493202;19;53187659;108;Pitch Black;6.7;1789
140000000;34.20669;18;449220945;183;Pearl Harbor;6.6;1791
1000000;72.19808;43;117235147;119;Rocky;7.5;1791
5000000;46.114184;10;9760104;97;Moon;7.6;1794
90000000;61.025639;5;206172544;127;The Expendables 3;6.1;1795
25000000;53.811461;5;66980456;94;The Giver;6.4;1798
85000000;21.218;11;222231186;88;Jumper;5.9;1799
40000000;36.238968;10;317375031;108;The Proposal;6.7;1804
145000000;44.989192;7;746921274;93;Madagascar 3: Europe's Most Wanted;6.4;1808
36000000;70.398356;22;12532777;106;Gattaca;7.5;1808
150000000;44.141021;11;603900354;89;Madagascar: Escape 2 Africa;6.2;1810
92000000;44.455166;18;172989651;144;Black Hawk Down;7.2;1811
70000000;43.849351;11;225990978;104;Yes Man;6.4;1813
3300000;44.356711;17;30641770;130;City of God;8.1;1814
44000000;42.933027;6;63327201;125;The Host;6;1817
2000000;100.876794;4;14674076;100;It Follows;6.6;1832
15000000;47.006162;11;42000000;131;The Hurt Locker;7.2;1840
127000000;115.597753;5;349424282;97;Night at the Museum: Secret of the Tomb;6.1;1851
16000000;35.777067;25;247275374;107;Dumb and Dumber;6.5;1859
70000000;58.401204;7;160112671;88;Underworld: Awakening;6.1;1862
35000000;50.587541;17;120072577;150;The Pianist;8;1864
40000000;37.073127;16;244931766;135;Love Actually;7;1869
150000000;51.247321;8;665692281;91;Kung Fu Panda 2;6.7;1880
35000000;53.114573;4;194564672;121;The Intern;7.1;1881
61000000;48.356214;7;441809770;157;Les Misérables;7.1;1884
150000000;39.004588;6;205366737;131;White House Down;6.4;1891
40000000;43.571612;14;117195061;77;Corpse Bride;7.2;1894
140000000;52.341226;16;456758981;154;The Last Samurai;7.3;1895
4000000;45.66662;16;119723856;102;Lost in Translation;7.3;1895
70000000;57.69847;29;240031094;124;Die Hard 2;6.6;1896
45000000;43.815492;21;131183530;120;Blade;6.5;1905
100000000;46.160048;17;193772504;167;Gangs of New York;7.1;1910
60000000;57.753914;15;219417255;128;The Terminal;7;1910
25000000;42.191509;8;124272124;146;The Help;7.8;1910
1488423;80.171283;82;184925486;83;Snow White and the Seven Dwarfs;6.9;1914
37000000;57.773583;4;173567581;133;Creed;7.3;1915
130000000;68.757242;9;321887208;95;Megamind;6.7;1918
60000000;62.766854;16;176070171;110;The Italian Job;6.6;1919
140000000;101.599427;5;268031828;150;Exodus: Gods and Kings;5.6;1921
145000000;61.788035;7;306941670;97;Rise of the Guardians;7.1;1922
100000000;58.849256;15;347451894;131;National Treasure;6.4;1926
125000000;54.931334;19;546388105;123;Mission: Impossible II;5.9;1928
15000000;64.504747;7;145000000;84;Chronicle;6.6;1935
12000000;64.610671;4;85512300;109;Paper Towns;6.1;1937
50000000;57.673932;7;41037742;95;Dredd;6.6;1940
29000000;71.496894;4;287506194;115;Pitch Perfect 2;6.8;1940
38000000;57.889964;3;109906372;112;The 5th Wave;5.6;1945
3000000;56.76349;16;14980005;120;Oldboy;8;1945
75000000;42.006908;19;248118121;106;Unbreakable;6.9;1946
40000000;68.794673;3;320170008;134;The Conjuring 2;7;1949
9000000;82.975841;5;108782847;104;The Purge: Anarchy;6.6;1954
165000000;44.041186;9;752600867;93;Shrek Forever After;6;1959
175000000;32.852443;10;302469017;118;G.I. Joe: The Rise of Cobra;5.6;1962
150000000;81.781591;10;413106170;105;Night at the Museum: Battle of the Smithsonian;5.9;1971
4000000;43.40352;5;44349000;164;Boyhood;7.5;1971
100000000;34.035114;18;235926552;146;A.I. Artificial Intelligence;6.8;1974
26000000;38.473732;14;109449237;116;The 40 Year Old Virgin;6.2;1983
26500000;60.732738;22;159375308;134;Princess Mononoke;8.2;1983
30000000;43.753585;8;151119219;94;Midnight in Paris;7.4;1990
25000000;82.052056;4;65663276;112;The Age of Adaline;7.4;1990
24000000;49.549984;15;234710455;119;Howl's Moving Castle;8.2;1991
70000000;46.199482;16;122919055;125;Big Fish;7.6;1994
110000000;86.105615;3;179246868;121;Allegiant;5.9;1998
85000000;42.069993;12;311312624;122;Ocean's Thirteen;6.5;1999
8000000;47.584643;46;441306145;122;The Exorcist;7.5;2005
90000000;67.427755;21;304320254;88;Mulan;7.6;2008
95000000;61.121717;9;226497209;118;Percy Jackson & the Olympians: The Lightning Thief;6;2010
65000000;51.970905;12;84785914;157;Zodiac;7.3;2023
42000000;47.559928;7;180274123;113;The Impossible;7;2025
150000000;63.079003;13;397850012;126;Mission: Impossible III;6.5;2028
76000000;10.520961;16;236350661;107;2 Fast 2 Furious;6.2;2028
200000000;49.98659;8;559852396;106;Cars 2;5.8;2033
38000000;46.630062;6;98337295;119;Riddick;6.2;2035
55000000;41.472404;11;168167691;123;Seven Pounds;7.5;2039
135000000;29.91353;8;245724603;107;Rango;6.6;2051
31500000;49.973462;40;89460381;153;Apocalypse Now;8;2055
13000000;73.307513;15;96060858;113;The Butterfly Effect;7.3;2060
130000000;89.938296;8;371940071;107;The Adventures of Tintin;6.7;2061
33000000;40.715623;17;102984862;100;Resident Evil;6.4;2065
90000000;51.881077;24;366101666;128;Die Hard: With a Vengeance;6.9;2066
7000000;45.310443;19;34266564;102;American Psycho;7.3;2066
30000000;65.364452;4;91709827;123;Southpaw;7.3;2067
76000000;35.387874;13;69959751;109;Children of Men;7.4;2071
93000000;1.859364;18;368780809;92;Jurassic Park III;5.7;2077
350000;59.259204;62;1000000;96;12 Angry Men;8.2;2078
110000000;48.93337;12;383531464;128;Live Free or Die Hard;6.4;2089
110000000;48.829437;9;293329073;100;Salt;6.2;2093
18000000;50.009408;32;98235548;107;Predator;7.3;2093
35000000;44.104469;30;411348924;126;Batman;7;2096
20000000;33.436092;12;121463226;113;Superbad;7;2100
82500000;41.176631;13;237681299;107;Click;6;2104
75000000;61.437586;15;196482882;99;50 First Dates;6.6;2105
209000000;64.928382;7;303025485;131;Battleship;5.5;2114
260000000;43.926995;7;284139100;132;John Carter;6.1;2124
110000000;76.840712;15;362744280;125;Ocean's Twelve;6.4;2124
60000000;38.885195;9;47664559;112;Scott Pilgrim vs. the World;7.2;2126
150000000;67.447636;10;356613439;138;Angels & Demons;6.5;2129
170000000;32.319043;8;185770160;126;Hugo;7;2141
144000000;66.21806;3;229147509;116;Ghostbusters;5.3;2142
200000000;69.405188;16;435000000;109;Terminator 3: Rise of the Machines;5.9;2143
80000000;32.363538;9;157107755;118;The Book of Eli;6.6;2164
90000000;46.200042;8;484635760;96;Rio;6.5;2166
20000000;62.933899;3;83707310;96;Nerve;7.1;2181
1200000;63.655973;15;103911669;103;Saw;7.2;2184
115000000;41.498631;18;274703340;100;Lara Croft: Tomb Raider;5.7;2192
12000000;38.623178;12;80573774;121;Hot Fuzz;7.4;2199
48000000;88.844777;5;325771424;109;Taken 3;6.1;2200
98000000;41.862983;18;433013274;130;The Mummy Returns;6;2206
8000000;45.395839;9;74952305;92;Easy A;6.7;2210
28000000;40.28635;6;60700000;103;Kick-Ass 2;6.3;2224
66000000;47.479755;15;99318987;122;Hellboy;6.5;2225
125000000;47.686442;9;232713139;106;Clash of the Titans;5.6;2233
35000000;40.526587;8;150483765;109;Friends with Benefits;6.5;2237
19000000;66.242737;3;140752617;83;Sausage Party;5.6;2238
7500000;19.782725;12;231411584;96;Juno;7;2244
17000000;32.746486;7;115350426;112;Pitch Perfect;7.3;2247
25000000;46.942396;11;170764026;85;Cloverfield;6.4;2251
30000000;73.987775;7;66486080;95;The Cabin in the Woods;6.5;2263
75000000;46.875375;12;527068851;87;The Simpsons Movie;6.9;2264
75000000;48.744209;4;108145109;116;The Man from U.N.C.L.E.;7.1;2265
160000000;63.148529;3;433677183;123;Warcraft;6.3;2268
50000000;83.295796;5;222809600;106;Non-Stop;6.8;2268
90000000;69.457898;10;886686817;94;Ice Age: Dawn of the Dinosaurs;6.5;2271
38000000;33.003828;6;90247624;123;Rush;7.7;2277
35000000;50.309843;8;117000000;98;Horrible Bosses;6.5;2277
160000000;42.986467;12;798958165;93;Shrek the Third;6;2278
120000000;38.126095;4;167977596;100;Fantastic Four;4.4;2278
100000000;52.792678;13;170877916;143;Blood Diamond;7.3;2281
100000000;58.991388;5;103039258;119;Transcendence;5.9;2295
11000000;60.767168;20;235483004;95;American Pie;6.4;2296
68000000;107.069763;9;698491347;124;The Twilight Saga: Eclipse;5.8;2301
14600000;52.744331;26;70906973;101;Groundhog Day;7.4;2301
110000000;45.94834;6;125537191;114;Ender's Game;6.6;2303
120000000;87.350802;21;363258859;95;A Bug's Life;6.8;2303
44000000;74.168016;5;12342632;112;The Interview;6.1;2304
255000000;49.046956;6;89289910;149;The Lone Ranger;5.9;2311
1200000;88.377076;53;6000000;161;The Good, the Bad and the Ugly;8.1;2311
150000000;62.169881;9;335154643;116;Prince of Persia: The Sands of Time;6.2;2317
150000000;50.306728;7;245527149;113;Dark Shadows;5.7;2320
806948;93.067866;59;32000000;109;Psycho;8.2;2320
17000000;36.423717;15;129042871;97;Mean Girls;6.9;2320
132000000;48.572726;14;591739379;116;War of the Worlds;6.2;2322
207000000;61.22601;14;550000000;187;King Kong;6.6;2337
120000000;62.641286;3;415484914;123;Jason Bourne;5.9;2341
120000000;66.757869;5;242688965;102;RoboCop;5.7;2342
125000000;46.115758;5;362637473;139;Noah;5.6;2350
32000000;38.21708;6;126041322;107;This Is the End;6.3;2359
95000000;101.187052;4;543514353;105;Cinderella;6.7;2374
70000000;64.457947;5;215529201;92;Dracula Untold;6.2;2389
125000000;41.380094;15;544272402;124;The Day After Tomorrow;6.2;2392
18000000;81.487685;27;358991681;120;Home Alone 2: Lost in New York;6.3;2395
110000000;71.510596;5;337580051;102;300: Rise of an Empire;6.1;2397
135000000;64.183321;6;585178928;98;The Croods;6.8;2399
18000000;2.186927;29;476684675;103;Home Alone;7.1;2414
31000000;42.213765;7;161772375;138;Flight;6.5;2415
30000000;55.424027;4;84025816;121;Sicario;7.2;2416
4000000;49.12486;15;30039392;99;Shaun of the Dead;7.5;2420
3000000;54.403033;6;89328627;86;The Purge;6;2428
180000000;42.741719;3;356743061;109;The Legend of Tarzan;5.5;2430
90000000;47.651083;8;232617430;158;The Girl with the Dragon Tattoo;7.2;2434
50000000;37.069253;8;260095987;112;Super 8;6.6;2435
50000000;94.815867;10;709827462;130;The Twilight Saga: New Moon;5.6;2436
125000000;7.255718;8;626137675;130;Fast Five;7.1;2438
30000000;70.456012;15;216763646;132;Million Dollar Baby;7.7;2439
50000000;37.990705;8;142851197;118;Crazy, Stupid, Love.;7;2443
4500000;11.573034;19;7390108;102;Requiem for a Dream;7.9;2443
55000000;52.786917;6;95000000;134;Captain Phillips;7.6;2454
200000000;71.862892;10;371353001;115;Terminator Salvation;5.9;2463
68000000;68.734513;4;217022588;115;Ted 2;6.2;2463
15000000;53.698683;3;108286421;103;10 Cloverfield Lane;6.8;2468
23000000;85.30318;25;351583407;101;The Mask;6.6;2472
140000000;58.485967;21;553799566;151;Armageddon;6.4;2482
200000000;51.872839;8;219851172;114;Green Lantern;5.1;2487
73000000;2.502487;22;229074524;129;The Lost World: Jurassic Park;6.2;2487
165000000;48.775723;3;389681935;120;Independence Day: Resurgence;4.9;2491
185000000;75.674458;11;786636033;122;Indiana Jones and the Kingdom of the Crystal Skull;5.7;2495
22000000;81.829237;16;95708457;121;Underworld;6.6;2512
88000000;140.849495;4;243637091;105;Pixels;5.6;2513
55000000;80.581367;13;307077295;117;The Pursuit of Happyness;7.7;2525
75000000;73.82289;11;258270008;110;Wanted;6.4;2528
130000000;42.840582;6;243843127;100;After Earth;5;2532
1300000;58.845025;43;28262574;114;Taxi Driver;8;2535
50100000;59.634029;4;153962963;105;Focus;6.7;2542
7000000;50.152327;44;470654000;124;Jaws;7.5;2542
120000000;99.687084;7;829000000;115;The Twilight Saga: Breaking Dawn - Part 2;6.1;2553
20000000;53.161905;3;207945075;110;Me Before You;7.6;2562
85000000;56.257411;7;358375603;91;Hotel Transylvania;6.8;2566
185000000;65.352913;3;343471816;122;Star Trek Beyond;6.6;2568
40000000;48.445978;4;165478348;141;Bridge of Spies;7.2;2583
130000000;60.810723;12;289047763;92;Fantastic 4: Rise of the Silver Surfer;5.4;2589
195000000;43.349855;6;197687603;114;Jack the Giant Slayer;5.5;2598
18000000;52.464877;9;35692920;94;127 Hours;7;2606
28000000;57.518472;4;133346506;130;The Big Short;7.3;2607
102000000;65.948959;17;358372926;145;Minority Report;7.1;2608
180000000;67.391328;14;748806957;143;The Chronicles of Narnia: The Lion, the Witch and the Wardrobe;6.7;2629
80000000;75.290998;23;457696359;110;Mission: Impossible;6.7;2631
125000000;143.350376;5;477200000;101;Teenage Mutant Ninja Turtles;5.8;2636
130000000;90.33681;7;276572938;120;The Bourne Legacy;6;2651
