budget;popularity;Years_old;revenue;runtime;title;vote_average;vote_count
15000000;17.672021;7;15608545;96;The Man with the Iron Fists;5.2;358
8000000;17.537154;14;127392239;80;March of the Penguins;6.9;358
80000000;15.673154;12;15071514;99;The Invasion;5.7;359
32000000;14.642055;13;80197993;92;Nacho Libre;5.6;359
30000000;10.608998;11;84646831;84;Meet the Spartans;3.7;359
30000000;20.355458;8;36160375;98;Larry Crowne;5.7;359
85000000;16.479851;10;219103655;121;It's Complicated;6.2;360
3600000;22.030517;24;49800000;112;Leaving Las Vegas;7.1;360
3000000;21.607228;34;29999213;87;A Nightmare on Elm Street Part 2: Freddy's Revenge;5.7;361
3000000;24.393296;49;18999718;95;Beneath the Planet of the Apes;6.2;361
100000;18.045782;4;42664410;87;The Gallows;4.9;361
30000000;19.925026;17;105834556;125;About Schmidt;6.7;362
3000000;16.312803;18;18492362;100;Super Troopers;6.6;362
30000000;21.538222;11;22211426;108;Doomsday;5.8;363
20000000;18.666876;11;65569869;109;Street Kings;6.3;363
3500000;17.002623;22;257850122;91;The Full Monty;6.8;363
2380000;8.395624;13;8176544;101;This Is England;7.4;363
1500000;17.49699;31;11806119;92;Bloodsport;6.6;363
28000000;20.267062;6;8555008;128;The Fifth Estate;5.7;364
12000000;16.931846;13;23006849;104;Aquamarine;5.8;364
12000000;16.183746;8;22939027;94;Young Adult;5.6;364
6500000;17.705671;28;57504069;112;Boyz n the Hood;7.4;364
16000000;15.788784;10;76514050;87;The Unborn;4.8;365
20000000;19.494703;7;1969193;105;The Iceman;6.4;365
6000000;15.929648;39;39846344;98;Caddyshack;6.6;365
10000000;15.688439;8;17273593;90;Our Idiot Brother;5.9;365
50000000;20.239061;13;55181129;88;The Ant Bully;5.5;366
2800000;15.754614;5;1826705;102;Tusk;5.1;366
60000000;21.084542;20;66976317;148;The Messenger: The Story of Joan of Arc;6.2;367
15000000;17.50138;13;76286096;111;United 93;6.9;367
50000000;13.391833;10;60161391;118;The International;6;368
20000000;19.962713;9;32005248;105;You Again;6;368
90000000;16.058284;19;60874615;114;Mission to Mars;5.7;369
80000000;19.375768;20;91188905;113;The Haunting;5.2;369
80000000;14.209329;15;55041367;130;Spanglish;5.8;369
34000000;19.822791;27;48169908;202;Malcolm X;7.2;370
60000000;18.676291;11;50650079;90;Meet Dave;5;371
40000000;19.085403;10;60462347;99;Ninja Assassin;6.2;371
45000000;17.923254;26;195268056;141;The Pelican Brief;6.3;371
40000000;17.61292;13;138259062;99;Big Momma's House 2;5.4;371
60000000;18.815442;16;26288320;86;Sinbad: Legend of the Seven Seas;6.6;372
6000000;19.411141;8;19560274;96;The Guard;6.8;372
1600000;20.810292;45;4420000;113;The Conversation;7.5;372
130000000;17.7735;8;150406466;100;Happy Feet Two;5.8;373
50000000;21.637234;23;42277365;97;Escape from L.A.;5.6;373
40000000;13.119133;7;22044277;91;A Thousand Words;6;373
60000000;23.700759;7;118338361;88;The Pirates! In an Adventure with Scientists!;6.4;374
32000000;14.48851;26;36733909;120;Alive;6.7;374
65000000;20.793026;21;40002112;100;I Still Know What You Did Last Summer;5.1;374
60000000;18.380176;11;73174566;101;Righteous Kill;5.9;375
12000000;19.195399;34;68706993;113;Witness;7;375
30000000;19.578249;30;70200000;107;Star Trek V: The Final Frontier;5.6;376
14000000;22.748174;7;13551174;119;Red Lights;6;376
4000000;19.107285;17;9304609;104;Secretary;6.7;376
45000000;4.340616;16;124914842;95;Legally Blonde 2: Red, White & Blonde;5.1;377
12800000;22.022228;19;40031879;140;Dancer in the Dark;7.6;377
80000000;16.681269;23;159212469;115;Daylight;5.8;378
25000000;10.699952;4;24902723;120;The 33;6;378
16000000;19.890428;20;18564088;100;The Thirteenth Floor;6.8;378
36000000;19.167377;4;156844753;105;Ip Man 3;6.5;379
35000000;19.088655;11;25871834;85;Superhero Movie;4.9;379
9000000;20.452449;11;32973937;89;Nick and Norah's Infinite Playlist;6.4;379
6000000;14.988746;7;13231461;96;The Words;6.4;379
60000000;21.08952;17;55003135;96;Analyze That;5.7;380
25000000;15.279021;9;48531470;154;Little White Lies;7.1;380
15000000;19.517239;23;24769466;101;The Craft;6.3;380
100000000;19.38841;10;68688831;102;Land of the Lost;5.3;381
56000000;23.438398;15;57223890;86;Walking Tall;6;381
20000000;22.049787;12;84146832;96;Premonition;5.8;381
15000000;15.262492;14;46770602;93;Land of the Dead;6;381
3800000;17.234745;43;23689877;121;Network;7.7;381
250000;21.825564;8;3542353;90;Like Crazy;6.4;381
15000000;19.284129;22;44862187;104;Cop Land;6.6;382
18000000;16.102271;30;26828365;122;Glory;7.4;383
18000000;18.379124;35;100000000;103;Conan the Destroyer;5.8;383
12000000;18.422327;17;56298474;123;Frida;7.3;383
10000000;19.263477;4;7587485;97;While We're Young;5.8;383
25000000;12.113235;33;38748395;94;Little Shop of Horrors;6.6;384
11000000;19.231507;27;64088552;120;My Cousin Vinny;7.3;384
7000000;17.434862;14;49084830;114;Capote;6.8;384
75000000;23.515938;7;59418613;123;Rock of Ages;6;385
24000000;17.606087;24;182016617;135;The Bridges of Madison County;7.3;385
62000000;18.832471;25;215887717;141;Clear and Present Danger;6.4;386
25000000;17.17372;14;39053061;119;The Sisterhood of the Traveling Pants;6.3;386
12000000;22.708647;9;6814789;97;Centurion;5.9;386
50000000;23.073933;24;30303072;132;Assassins;6;387
25000000;17.603823;11;19844979;121;Blindness;6.4;387
13000000;20.39955;10;754249;161;Enter the Void;7.2;387
80000000;17.455024;21;136159423;130;Lost in Space;5;388
40000000;19.438503;7;36893721;91;One for the Money;5.3;388
110000000;19.625972;15;103951461;76;Home on the Range;5.7;389
6000000;23.431117;58;43656822;152;West Side Story;7;389
75000000;20.199057;10;61458982;146;Funny People;5.7;390
70000000;19.711951;21;118000000;103;Star Trek: Insurrection;6.3;391
60000000;22.620125;16;119940815;100;Intolerable Cruelty;5.8;391
50000000;19.267479;8;38502340;84;Dream House;5.8;391
80000000;18.69984;14;162944923;128;The Interpreter;6.2;392
40000000;26.935458;4;13644292;115;The Gunman;5.5;392
29000000;19.237254;3;48902953;110;Florence Foster Jenkins;6.6;392
16000000;33.452469;5;19682924;110;Left Behind;3.7;392
6000000;16.139771;24;2122561;94;Mallrats;6.8;392
80000000;21.394281;15;96105964;129;The Manchurian Candidate;6.2;393
40000000;19.574774;11;84601681;101;Made of Honor;6;394
30000000;18.256028;17;180622424;108;Sweet Home Alabama;6;394
35000000;20.908494;7;24159934;98;Wanderlust;5.3;394
32000000;18.47242;9;69055695;107;Takers;6;394
20000000;10.446722;12;73276047;128;The Kite Runner;7.3;394
70000000;18.888806;10;39041505;127;Agora;6.9;395
2000000;23.962109;57;9250000;153;Lolita;7.3;395
50000000;19.434672;22;48169156;125;G.I. Jane;6;395
14000000;25.949277;30;161001698;145;Born on the Fourth of July;6.7;395
86000000;18.172736;12;14373825;84;Awake;6.3;395
50000000;20.825781;20;73956241;146;The Hurricane;7.2;396
6000000;16.20985;15;119114517;122;Fahrenheit 9/11;6.8;397
20000000;17.842246;24;7563728;107;Hackers;6.2;398
5000000;18.077963;13;26888376;97;Clerks II;6.9;398
50000000;18.806031;13;88715192;97;Failure to Launch;5.5;399
26000000;21.988861;21;65705772;121;Ever After: A Cinderella Story;6.8;399
60000000;21.252797;18;105178561;104;Along Came a Spider;6.1;400
8900000;17.151293;7;19839492;127;Amour;7.5;400
65000000;15.772081;19;128884132;130;Space Cowboys;6.3;403
1800000;12.471239;7;21107746;93;Beasts of the Southern Wild;6.8;403
26000000;24.114459;29;61489265;115;Flatliners;6.3;404
18000000;18.47518;16;101564935;95;Just Married;5.3;404
43000000;10.411996;14;154749918;101;Monster-in-Law;5.6;406
20000000;19.636044;41;187884007;116;Jaws 2;5.9;406
6400000;21.006078;8;35057696;99;My Week with Marilyn;6.6;406
12899867;19.747809;13;85582407;121;Volver;7.3;406
54000000;18.600367;13;130431368;108;You, Me and Dupree;5.4;407
11500000;20.747994;30;57469467;103;Pet Sematary;6.4;407
4500000;22.585384;39;58853106;104;The Blue Lagoon;5.8;408
75000000;20.219385;13;42285169;110;Lady in the Water;5.3;409
65000000;24.857079;10;44091067;94;Astro Boy;6.1;409
7500000;16.990308;10;26096852;100;An Education;6.8;409
80000000;16.939441;16;266728738;128;Something's Gotta Give;6.3;410
70000000;13.543053;18;176104344;87;Dr. Dolittle 2;4.9;410
15000000;22.838834;36;61399552;98;National Lampoon's Vacation;7.1;410
40000000;22.491388;9;58785180;102;Morning Glory;6.1;412
27000000;16.188572;28;96900000;113;Star Trek VI: The Undiscovered Country;6.7;413
35000000;18.84332;6;21819348;90;The Big Wedding;5.7;414
25000000;18.896239;12;40452643;103;War;6;414
10000000;18.664624;10;47536959;110;Precious;6.9;417
25000000;20.679652;14;82466670;129;The Constant Gardener;6.8;417
12000000;21.958055;7;81272766;110;Act of Valor;6.3;417
14000000;24.210698;9;1755212;89;Flipped;7.4;418
10000000;8.9876;20;103166989;95;She's All That;5.7;418
2700000;17.332585;41;141000000;109;Animal House;7;418
47000000;22.581313;9;10539000;80;Jonah Hex;4.4;420
4000000;17.229537;13;31584901;96;Scoop;6.4;420
21000000;20.818567;37;177200000;116;Tootsie;6.9;421
15000000;18.268009;3;20566327;94;Keanu;6;421
55000000;23.127561;20;100230832;163;Any Given Sunday;6.8;422
1800000;15.978136;48;41158757;104;The French Connection;7.4;422
68000000;22.572323;18;71069884;124;The Score;6.7;423
967686;20.544999;9;4270000;101;Four Lions;7;423
10000000;16.436178;8;3665069;102;Killer Joe;6.5;425
100000000;18.325897;9;288347692;146;Sex and the City 2;5.4;426
26000000;22.520842;7;29657751;111;The Raven;6.1;426
85000000;18.827753;17;78382433;108;Collateral Damage;5.5;427
32000000;16.473355;24;18552460;107;The Quick and the Dead;6.3;427
35000000;14.949395;18;94728529;103;The Wedding Planner;5.5;427
116000000;16.90444;22;178127760;108;Dante's Peak;5.7;428
50000000;21.589393;3;25035950;139;Free State of Jones;6.6;428
22000000;20.699212;12;147880543;110;The Game Plan;6;428
20000000;20.99174;9;117224271;94;Jackass 3D;6.4;428
75000000;22.179658;22;136982834;135;Conspiracy Theory;6.5;431
29000000;20.55509;3;78636257;91;The Boss;5.5;431
22500000;22.096286;5;15520023;112;The Water Diviner;6.8;431
16000000;23.423082;18;66468332;89;Not Another Teen Movie;5.5;431
40000000;24.313684;19;55707411;122;Pay It Forward;7;432
20000000;23.292761;7;52302796;94;Silent Hill: Revelation 3D;5;432
137000000;26.074908;18;85131830;106;Final Fantasy: The Spirits Within;5.9;433
45000000;19.637704;27;178051587;117;Patriot Games;6.3;433
40000000;21.362949;6;44907260;113;Grudge Match;6;433
31000000;15.895661;29;53208180;103;Arachnophobia;6.2;433
250000;20.601483;22;12021272;113;Chasing Amy;6.7;433
130000000;21.605568;14;119269486;124;Sahara;5.7;434
160000000;23.336875;22;164508066;121;Speed 2: Cruise Control;4.1;434
50000000;20.333953;25;119208989;104;Beverly Hills Cop III;5.5;434
18000000;15.314027;35;87000000;105;Star Trek III: The Search for Spock;6.4;434
82000000;24.444186;20;47434430;118;Man on the Moon;6.9;435
20000000;20.975165;11;50907234;104;Doubt;7;435
12000000;20.624896;17;52223306;96;One Hour Photo;6.6;435
33000000;25.413955;19;104155843;107;The Cell;6;436
35000000;23.835055;9;93246388;109;Nanny McPhee and the Big Bang;6;436
68000000;22.392544;17;193000000;124;The Sum of All Fears;5.9;437
49000000;21.746245;18;72700000;87;The One;5.7;437
31000000;22.71592;15;27388767;96;Ella Enchanted;5.9;437
70000000;18.927463;15;154648887;143;The Phantom of the Opera;7;438
70000000;24.664776;15;57958696;107;Sky Captain and the World of Tomorrow;5.7;439
12000000;18.422008;21;22921898;121;Rounders;6.9;439
40000000;23.331459;32;191185897;130;The Living Daylights;6.2;440
25000000;18.228538;14;122644820;101;Hide and Seek;6.1;440
15000000;19.760383;10;32721635;110;The Last House on the Left;6.2;440
11000000;21.204929;4;61619773;120;Woman in Gold;7.3;440
57000000;21.021809;18;147845033;123;The Mexican;5.8;441
10000000;22.888173;10;42333295;98;The Fourth Kind;5.8;441
2500000;12.204569;9;324138;96;Super;6.6;441
18000000;16.470895;24;122195920;101;Mortal Kombat;5.4;442
70000000;21.789615;11;111231041;112;Fool's Gold;5.4;444
50000000;18.394571;14;22944502;127;Domino;6;444
25000000;21.729434;12;59192128;101;Good Luck Chuck;5.5;444
20000000;25.041992;21;67200000;108;Wild Things;6.3;444
3000000;20.95282;7;11947954;87;Bachelorette;5.3;444
107000000;18.866672;18;87713825;157;Ali;6.7;447
63000000;24.697533;13;162945894;128;World Trade Center;5.9;447
10000000;19.865989;3;40055439;95;The Forest;4.8;448
35000000;13.788422;10;155545279;102;Hannah Montana: The Movie;6;449
5000000;19.984477;5;86362372;84;Paranormal Activity: The Marked Ones;5.2;449
1000000;22.583834;32;14564027;94;Hellraiser;6.9;449
2500000;23.419061;7;3325038;85;Robot & Frank;6.8;450
130000000;20.678787;8;554987477;90;Puss in Boots;6.4;451
50000000;16.871194;14;94000000;128;Syriana;6.3;451
25000000;20.953265;17;41597830;114;The Hours;7;451
38000000;14.779041;25;120000000;118;Star Trek: Generations;6.4;452
50000000;22.769108;23;150270147;108;Broken Arrow;5.7;453
70000000;21.723897;7;58058367;116;That's My Boy;5.5;453
35000000;26.595983;17;75395048;131;The Count of Monte Cristo;7.3;453
35000000;23.607071;24;113374103;108;Species;5.5;453
10200000;20.745052;12;35619521;93;Hostel: Part II;5.6;453
4000000;11.414843;17;35564473;120;Bowling for Columbine;7.3;453
160000;19.052179;12;20710513;85;Once;7.3;453
10000000;25.929893;30;40485039;90;Bill & Ted's Excellent Adventure;6.7;454
5952000;18.119265;36;2120439;87;Videodrome;7.1;454
70000000;20.230535;20;309457509;116;Runaway Bride;5.7;455
29000000;24.240361;14;21126225;103;The Jacket;6.8;455
26000000;8.802626;14;57891803;85;Red Eye;6.2;455
6500000;25.289665;50;81974493;142;On Her Majesty's Secret Service;6.5;456
40000000;24.012986;18;91753202;106;Behind Enemy Lines;6;457
30000000;27.71063;7;53909751;124;The Five-Year Engagement;5.7;457
55000000;22.787667;30;63408614;104;Tango & Cash;6.1;458
50000000;14.723467;14;44434439;110;Into the Blue;5.8;458
35000000;18.38292;9;77477008;106;The Back-Up Plan;5.7;458
30000000;15.89534;13;31070211;87;Ultraviolet;4.8;458
4798235;25.30216;8;209696;107;The Awakening;6.3;458
67000000;16.637642;12;25037897;191;Grindhouse;6.8;459
10000000;21.258991;8;136836156;124;The Best Exotic Marigold Hotel;6.9;459
8000000;21.024346;4;5659286;90;Anomalisa;7;459
55000000;17.097041;11;127906624;104;The Forbidden Kingdom;6.3;461
31000000;19.258041;19;68106245;118;Frequency;7;462
20000000;26.497025;6;47241945;92;Texas Chainsaw 3D;5.3;465
27220000;28.060472;6;5496951;105;The Frozen Ground;6.1;465
19000000;21.959742;9;29922472;100;Leap Year;6.4;465
90000000;16.302378;16;182290266;99;The Haunted Mansion;5.2;466
65000000;33.439187;5;133821816;119;Annie;6;466
40000000;21.743321;15;124731534;152;Ray;7.2;467
30000000;23.328823;8;64626786;89;The Darkest Hour;4.8;469
80000000;16.411345;23;309492681;117;Ransom;6.4;470
97250400;20.344364;11;132900000;116;Asterix at the Olympic Games;5;471
28000000;18.650748;26;39514713;96;Hocus Pocus;6.4;471
5000000;19.807295;8;3099314;120;Take Shelter;7.1;471
40000000;25.580272;20;96618699;123;8MM;6.1;474
15000000;21.928025;20;2856712;97;eXistenZ;6.7;475
75000000;18.65988;21;13100000;134;Sphere;5.8;476
2800000;25.939385;43;60922980;111;The Omen;7.2;476
24000000;22.258428;33;133000000;119;Star Trek IV: The Voyage Home;6.9;477
16000000;23.425431;15;109502303;126;Sideways;6.9;478
5000000;22.9951;3;24804129;134;Race;7.1;478
60000000;21.605533;17;67312826;117;Star Trek: Nemesis;6.1;479
15000000;23.980329;14;51053787;80;Hoodwinked!;5.9;479
6800000;21.285206;9;7103838;130;Incendies;7.9;479
50000000;22.442241;16;38955598;130;The Life of David Gale;7.3;480
22000000;21.865021;18;33788161;104;Jay and Silent Bob Strike Back;6.4;480
90000000;26.153669;20;60289912;157;The Insider;7.3;481
55000000;22.503935;6;9489829;92;Bullet to the Head;5.2;481
20000000;18.632156;9;65464324;104;The American;5.8;481
100000000;20.652943;20;211989043;121;End of Days;5.5;482
40000000;15.590001;16;19322135;89;Duplex;5.9;482
25000000;20.561682;6;74188937;121;August: Osage County;6.9;483
7000000;23.612409;10;31430334;105;A Serious Man;6.6;483
3000000;22.889294;59;25000000;125;The Apartment;8.1;483
75000000;23.473004;8;342695435;87;Alvin and the Chipmunks: Chipwrecked;5.4;484
60000000;21.685719;10;87784194;127;State of Play;6.7;484
55000000;19.738215;17;154906693;105;Maid in Manhattan;5.6;485
35000000;19.774543;11;72436439;110;Mirrors;6;485
8000000;19.683187;16;60378584;110;Monster;7;485
10000;20.399578;42;7000000;89;Eraserhead;7.5;485
60000000;24.153567;17;93354918;101;Two Weeks Notice;5.9;487
80000000;24.657931;9;74901339;117;Edge of Darkness;6.2;487
60000000;22.736038;5;30800231;118;Winter's Tale;6;487
100000000;15.835672;19;155464351;130;What Lies Beneath;6.3;488
66000000;18.59991;21;189198313;121;The X Files;6.6;488
22000000;16.234053;25;189833357;97;The Santa Clause;6.3;489
5600000;22.341462;10;18469680;85;[REC]²;6.4;489
39000000;22.164202;36;75850624;125;Superman III;5.3;490
28000000;26.090746;38;195312802;127;For Your Eyes Only;6.3;490
72500000;12.599836;13;162966177;116;Talladega Nights: The Ballad of Ricky Bobby;6.2;491
28000000;22.074306;13;38159905;103;Just My Luck;5.8;491
14000000;22.409117;26;154864401;98;Cool Runnings;6.8;491
15000000;21.535126;21;40283321;104;The Faculty;6.2;492
70000000;23.25645;9;134748021;133;Wall Street: Money Never Sleeps;5.8;493
28000000;22.14595;5;100654149;81;Alexander and the Terrible, Horrible, No Good, Very Bad Day;6.1;493
30000000;23.234651;14;76669806;136;Coach Carter;7.3;496
33000000;19.642328;13;62022014;105;Snakes on a Plane;5.1;497
20000000;26.21425;11;41627431;115;Never Back Down;6.4;497
12000000;26.219598;11;43493123;107;Harold & Kumar Escape from Guantanamo Bay;6.2;497
80000000;27.46264;8;169852759;102;Zookeeper;5.3;498
53000000;20.334629;24;157387195;116;Crimson Tide;7;498
14000000;21.680424;7;85446075;92;The Possession;5.8;498
15000000;26.373864;10;8459458;96;Chloe;5.9;498
20000000;21.657563;5;100525432;97;Tammy;5;500
49900000;21.408222;8;26121638;102;Your Highness;5.2;501
45000000;17.047276;8;165184237;103;The Muppets;6.5;501
42000000;23.736535;26;270248367;154;The Firm;6.6;501
25000000;18.961323;12;92991835;119;Michael Clayton;6.5;501
40000000;26.82041;28;205405498;189;JFK;7.5;502
80000000;29.415229;20;176885658;103;Analyze This;6.4;503
13000000;19.664699;10;10652035;98;I Love You Phillip Morris;6.4;503
5000000;16.072466;33;328203506;97;Crocodile Dundee;6.3;503
3500000;25.5748;24;28215918;91;Friday;7;503
12000000;23.161754;36;79567667;114;WarGames;7;504
8200000;25.03414;35;80035402;107;Footloose;6.4;505
23000000;26.257951;8;33372606;93;Haywire;5.6;505
19800000;20.311684;5;41296320;103;This Is Where I Leave You;6.5;505
11000000;29.543331;44;20000000;184;Barry Lyndon;7.7;505
3300000;20.304235;4;64110728;83;The Lazarus Effect;5.1;505
60000000;18.106021;16;164433867;92;Daddy Day Care;5.6;506
