Profit;popularity;Day_of_week;runtime;title;vote_average;vote_count
-7470234;6.932221;6;116;Things to Do in Denver When You're Dead;6,7;85
20726956;8.410688;5;93;Katy Perry: Part of Me;6,5;85
13956509;11.436405;6;96;Baggage Claim;5,7;85
-26085092;5.347936;6;108;The Good German;5,9;86
-13953505;4.898424;6;149;Margaret;6,1;86
571408;6.736274;6;98;Drop Dead Gorgeous;6,8;86
-3703816;6.265659;2;106;War, Inc.;6,6;86
-10;9.70276;4;102;Plastic;7,5;86
14905359;7.058868;3;99;Nighthawks;5;86
5900000;3.832858;6;121;Family Plot;6,4;86
-1609341;5.261065;4;104;Subway;5,8;86
-40865180;8.981427;6;88;The Adventures of Rocky & Bullwinkle;3,9;87
-5967749;6.349218;2;86;Song One;4,9;87
7130611;9.188431;2;171;Hoop Dreams;6,5;87
-650;1.352222;6;90;Escape from Tomorrow;5,6;87
-23300000;6.454634;3;102;Angel Eyes;5,6;88
-3450523;8.237336;7;110;Battle of the Year;5,9;88
7728118;2.027393;6;124;Love & Basketball;7,4;88
62511123;6.92205;4;114;Stomp the Yard;6,1;88
-1945793;7.502934;6;97;Return of the Living Dead 3;6;88
621951;0.692497;6;87;The Greatest Movie Ever Sold;6,7;88
-15865707;6.487344;5;105;Extraordinary Measures;6;89
12793283;5.894163;1;94;Clockstoppers;4,9;89
-11999977;10.536092;3;119;In the Cut;4,6;89
5900000;5.224593;4;116;Moby Dick;7,9;89
24450000;9.541688;2;120;A Man for All Seasons;6,5;89
-35676167;11.387408;2;160;Miracle at St. Anna;6,3;90
25000000;5.529035;6;254;Gettysburg;6,6;90
-799075;6.961736;6;115;Center Stage;6,8;90
-13150858;8.842869;4;113;Things We Lost in the Fire;6,7;90
-3500000;6.396936;4;91;D.E.B.S.;2;90
76820;4.337685;7;87;Jawbreaker;6,9;90
6546368;3.284903;6;91;Roger & Me;7,3;90
-69833498;8.923215;6;132;The Great Raid;6,8;91
-28716363;9.27875;6;95;Thunderbirds;4,2;91
-23439194;3.746806;6;102;The Order;4,8;91
-22315211;7.039189;5;134;Kundun;6,8;91
12197398;12.601677;4;89;Daddy Day Camp;6,6;91
2230000;5.348446;4;118;Force 10 from Navarone;6,5;91
37424067;4.992475;3;120;Of Gods and Men;7;91
-17566085;3.476966;6;108;City By The Sea;5,7;92
-7709024;6.589193;4;87;Muppets from Space;5,8;92
7008462;7.047975;1;109;The Tailor of Panama;6,2;92
-13900000;7.701186;6;90;The Son of No One;4,8;92
-3100000;7.453347;5;111;Womb;5,9;92
801508;6.728882;5;97;Captive;6,3;92
-5000;7.447714;7;86;Stitches;6,7;92
-950000;7.310879;2;87;Banshee Chapter;7,4;92
-4600000;6.368933;4;100;The Names of Love;5,9;93
-2000000;6.86302;5;90;The Brave Little Toaster;5,7;93
-11416317;6.546037;5;108;Casino Jack;6;94
-3100025;7.161051;5;99;The Wackness;7,2;94
4282851;5.003615;6;97;Phantasm II;6,8;94
49144;3.636634;6;108;Basquiat;7,4;94
6879971;2.504169;5;94;Tsotsi;5,1;94
-45549103;7.768223;1;125;All the King's Men;5,7;95
-26000000;5.644844;3;100;Accidental Love;3,9;95
-9685973;7.864011;7;107;American Dreamz;4,9;95
2928871;9.717392;2;100;A Mighty Heart;6,7;95
-4222535;2.062087;6;97;Igby Goes Down;6;95
25966555;5.897391;6;140;Howards End;7;95
-5724443;8.403859;6;79;Showdown in Little Tokyo;6,3;95
-3000000;4.682881;6;110;Freeway;5,6;95
700000;5.164423;4;92;Point Blank;4,6;95
32230907;9.799357;4;74;Kevin Hart: Let Me Explain;7,7;95
16424533;6.967857;6;107;Dolphin Tale 2;6,7;96
34007546;sie.21;6;114;The Women;4,6;96
3929123;6.130096;6;99;Crazy/Beautiful;6,6;96
-50075967;8.37378;6;91;Ballistic: Ecks vs. Sever;4,3;97
323292;6.889633;4;102;The Bad News Bears;6,9;97
-11100000;8.314624;6;132;Michael Collins;6,7;97
-3000000;8.113634;6;92;Knockaround Guys;5,9;97
-108;7.410523;3;90;Stan Helsing;4;97
10124262;7.235794;6;129;Another Year;6,9;97
-3850000;10.787322;3;93;Le Havre;5,4;97
9302151;5.206967;5;157;Rang De Basanti;5,6;97
14056528;6.377523;6;118;The Beastmaster;6,3;97
3400000;4.859873;6;99;Human Traffic;7,9;97
-3150000;8.039223;5;100;GirlHouse;6,1;97
-14000000;8.715822;6;99;Suspect Zero;5,5;98
-10000000;9.088209;6;121;Sorcerer;7,4;98
-780000;6.003418;5;90;Saints and Soldiers;8;98
26800345;6.293217;5;81;Space Chimps;5,2;99
21520719;10.409253;6;100;Just Wright;6,1;99
-8504592;6.18869;5;131;The Red Violin;7,7;99
21010817;13.987772;6;97;New in Town;7,3;99
15563727;6.39503;6;116;Hustle & Flow;7,4;99
-17000000;6.526588;5;90;Kickboxer: Vengeance;7,1;99
-45000000;6.250282;6;92;The Glimmer Man;4,7;100
73;4.590277;5;78;Rugrats in Paris: The Movie;6;100
-30000000;5.73667;4;99;Like Mike;5,7;100
-2282885;5.700333;6;95;Detroit Rock City;6,7;100
24574362;8.885017;3;97;Urban Legends: Final Cut;4,4;100
-8594755;7.446069;6;89;Post Grad;5;100
13526835;7.499639;6;85;Friday After Next;6;100
10625401;8.775844;6;119;The Way of the Gun;6,5;100
188126;5.897479;6;98;Repo! The Genetic Opera;4,3;100
-7500000;6.557643;6;103;Get Low;5,8;100
32956317;6.093989;6;122;Fireproof;5,4;100
26702483;10.115011;6;100;Maximum Risk;5,2;101
-11000000;11.071522;4;90;Forsaken;5,8;101
3455276;5.787891;6;95;My Life in Ruins;5,6;101
0;5.315213;5;125;The Boys from Brazil;6,6;101
0;5.842299;6;89;Sleepover;6,4;101
0;3.027892;1;101;Maria Full of Grace;7;101
0;4.826908;1;85;But I'm a Cheerleader;6,4;101
-250000;5.217002;6;106;Ink;7,2;101
-20000000;9.129808;7;126;Steamboy;6,4;102
0;12.18838;2;109;Private Benjamin;6;102
-5100000;5.934016;5;103;Somewhere in Time;6,3;102
-5000000;8.618793;6;88;Yoga Hosers;7,1;102
-3133001;7.758188;3;101;Mirrormask;6,5;102
-230000;8.055084;4;87;The Lady from Shanghai;5,7;102
-12256692;7.226115;6;132;Riding in Cars with Boys;6,5;103
25251371;9.525037;6;123;Secretariat;6,8;103
4627372;9.119797;6;94;Boys and Girls;5,4;103
-13000000;5.831302;5;93;Birthday Girl;6,1;103
27402877;8.305998;5;153;Oliver!;7;103
-21586546;12.893219;2;97;The Death and Life of Bobby Z;6,1;103
0;5.754416;5;84;Casa De Mi Padre;6,8;103
-1736415;7.673124;4;112;The Sweet Hereafter;4,6;103
0;5.870319;4;88;Welcome to the Dollhouse;7,6;103
-46733791;9.053456;6;121;Gigli;3,5;104
-1000000;9.114168;6;102;On Deadly Ground;4,5;104
-8914222;10.410933;5;75;Happily N'Ever After;4,6;104
2016165;6.201404;1;90;Laws of Attraction;5,6;104
-16412596;4.822033;5;90;Dragon Wars: D-War;4;104
-17323302;10.991281;3;103;Salton Sea;7;104
2507368;9.378688;6;84;Disturbing Behavior;5,5;104
-9156392;11.782725;6;87;Highlander: Endgame;4,4;104
-21097985;6.756886;6;101;FearDotCom;3,2;105
-20000000;9.927018;6;106;We're No Angels;5,6;105
-6806898;8.902102;7;89;The Limey;7,2;105
-5000000;10.619574;6;105;Rudderless;5;105
-119180039;10.660441;4;137;The Alamo;5,8;106
0;9.306253;6;98;Rollerball;3,4;106
19834815;9.894346;6;86;Curious George;6,2;106
20144499;11.241802;6;98;Air Bud;7,7;106
103943;8.519202;5;90;Mean Creek;5,3;106
47301471;12.373248;4;86;CJ7;6,1;107
3250000;5.327714;7;114;Brother;6,8;107
-4059945;9.230073;5;119;Bright Star;7,7;107
-3498345;2.62082;6;104;Club Dread;7,4;107
0;9.719094;6;90;Me and You and Everyone We Know;7,2;107
-1326934;lip.91;2;86;My Name Is Bruce;6;107
-39617593;7.44268;6;135;The Scarlet Letter;5,5;108
0;11.1399;3;111;The Shipping News;6,4;108
-16386538;7.436491;6;132;The Bounty;6,5;108
800000;10.47644;6;93;The Wraith;5,9;108
0;9.423866;6;109;White Oleander;7,2;108
-1177654;9.400404;6;86;Soul Plane;4,7;108
0;8.387573;3;93;Easy Virtue;6,3;108
0;6.192383;7;85;Sound of My Voice;5,9;108
-13297099;10.147321;5;115;A Civil Action;6,1;109
-75171919;5.762037;6;91;Supernova;4,9;109
47231070;5.952527;4;93;Deck the Halls;5,1;109
-20000000;7.444189;6;105;Hands of Stone;6,1;109
14007143;6.425528;6;91;The Big Hit;6,1;109
43260558;6.537986;3;100;Quest for Fire;7,1;109
2563661;6.938854;3;112;The Sweeney;7,1;109
-35000000;6.523472;5;127;Beyond Borders;6,7;110
29958599;12.601306;3;101;Exit Wounds;5,3;110
-33000000;7.339908;6;96;The Watcher;4,9;110
10800000;7.964451;3;99;Highlander: The Final Dimension;4,5;110
-9568823;7.538513;6;120;The Greatest Game Ever Played;6,9;110
55597042;11.263361;2;127;The Rookie;6,5;110
54625195;7.210095;6;123;The Best Man Holiday;6,7;110
-12000000;6.803763;6;122;The Postman Always Rings Twice;6,4;110
0;5.663889;6;114;The Savages;6,3;110
-7000000;12.150871;4;111;Bride & Prejudice;3,8;110
-7000000;6.665164;6;94;Criminal Activities;6,7;110
393961;14.238376;6;85;For a Good Time, Call...;6,5;110
5988000;4.553644;1;93;Pink Flamingos;2;110
19406406;10.706613;7;84;Oceans;7,3;111
-74010360;7.342892;1;110;A Sound of Thunder;4,8;111
-60000000;9.265672;5;114;Holy Man;4,9;111
-12000000;7.296459;6;100;Brokedown Palace;6,2;111
-24000000;3.572339;6;108;Nurse Betty;5,9;111
-2192431;8.244324;6;100;School for Scoundrels;5,6;111
5800000;6.772615;6;100;Vampire in Brooklyn;4,5;111
0;7.594593;2;113;Celebrity;6;111
-3055248;6.27257;6;94;Shattered Glass;5,7;111
33400000;12.439495;5;101;Whale Rider;6,1;111
0;5.379319;6;99;Cabin Fever;7,9;111
-1081039;5.817519;6;96;Killing Zoe;3;111
-37235799;8.139676;6;97;Street Fighter: The Legend of Chun-Li;3,9;112
-12965168;6.246199;6;111;Little Black Book;5,2;112
16604473;6.086083;6;86;Undercover Brother;5,5;112
0;3.70789;6;142;Summer of Sam;6,3;112
0;6.340135;4;102;Darkness;5,6;112
-2400000;11.753553;4;110;Antiviral;6,3;112
9750000;6.903314;1;101;The Lost Weekend;5,8;112
720000;7.072118;6;89;Children of Heaven;7,9;112
-20750706;8.41856;3;89;Domestic Disturbance;5,4;113
106269971;6.775294;6;137;Mr. Holland's Opus;6,9;113
-16000000;8.711782;6;112;Hollywood Ending;6,4;113
670712;6.497285;6;104;City Island;4,8;113
0;6.672008;3;82;The Toxic Avenger;2,4;113
-40000000;7.021871;6;106;Medicine Man;5,8;114
5114487;12.10235;6;102;Godsend;4,7;114
-25000000;6.895866;6;100;Kung Fu Jungle;6,5;114
40000000;6.92592;6;127;Selena;7;114
0;5.904126;5;96;Valentine;5;114
-35000000;9.122828;6;180;Bound by Honor;7,7;115
11351350;5.625632;5;105;Beauty Shop;5,4;115
0;8.710294;4;87;Freddy Got Fingered;4,6;115
12571189;12.172131;7;121;Black or White;4,1;115
-1000000;5.06516;7;94;Orgazmo;6,7;115
0;11.347855;5;91;Cries and Whispers;5;115
-33000000;9.060642;6;124;Pushing Tin;5,7;116
37588485;4.748929;6;118;Drumline;6,2;116
1053788;10.932711;6;119;Velvet Goldmine;7,2;116
-7500000;8.859657;3;92;Code 46;5,8;116
47715416;6.847099;6;108;La Bamba;6,8;116
12872796;5.461487;4;99;Soul Kitchen;5,7;116
-4000000;10.789912;5;90;Survival of the Dead;7,8;116
0;9.814785;4;242;Hamlet;7,3;117
0;6.679954;1;95;Truth or Dare;4;117
0;8.022122;4;87;The Beyond;6,6;117
-22594580;7.008216;7;95;BloodRayne;3,5;118
-23000000;7.901891;6;97;Someone Like You...;6;118
1220215;7.720692;6;110;Loose Cannons;6,9;118
-15000000;10.48009;5;94;Dying of the Light;4,6;118
-4000000;12.822534;5;93;The Veil;5,2;118
27483764;11.77398;6;82;Cats & Dogs 2 : The Revenge of Kitty Galore;4,9;119
-6600039;6.156015;6;112;Last Holiday;6,4;119
6546197;7.360793;6;84;Torque;4,7;119
0;11.360997;4;119;Quigley Down Under;6,5;119
0;11.689337;6;94;Nowhere to Run;5,5;119
0;11.706309;3;120;Bobby;6,4;119
9999990;10.013629;7;99;Nurse 3-D;6,7;119
12510851;4.134327;2;84;Black Christmas;5,8;119
-4978739;8.432401;6;113;The Messenger;7,5;119
86047179;7.027139;7;134;Evita;5,9;120
-40000000;6.004422;6;100;Man of the House;5,4;120
-13862199;5.650125;6;109;Return to Oz;6,7;120
0;5.214408;6;98;Loser;5;120
-18000000;5.706767;5;125;Life as a House;7,2;120
10000000;7.924982;4;128;Torn Curtain;7;120
6003587;7.792851;6;101;American Splendor;6,7;120
-34000000;12.867326;3;85;Thunder and the House of Magic;6,3;121
5429707;10.274542;3;98;Moms' Night Out;7,7;121
-70000;6.328665;5;92;Absentia;6;121
2000000;14.866351;5;106;Underdogs;6;122
0;9.229999;6;106;Varsity Blues;6;122
15605015;11.350382;6;100;Can't Hardly Wait;6,1;122
-48583698;12.669778;6;96;D-Tox;5,3;123
63772522;8.058109;5;102;Racing Stripes;5,1;123
75000000;6.889437;6;93;Spice World;4,7;123
8222729;5.683281;6;106;Hardball;6,3;123
-1869111;6.764437;1;104;The Astronaut Farmer;6,2;123
3644000;11.225044;6;98;Poltergeist III;4,9;123
0;6.379933;5;104;Mystic Pizza;5,4;123
-23127329;8.980846;6;103;Life or Something Like It;5,7;124
0;6.130231;4;98;Marvin's Room;6,6;124
19300000;12.300789;6;88;Alpha and Omega;5,3;124
0;7.866961;6;92;Thinner;5,5;124
0;6.632891;2;88;Lesbian Vampire Killers;6,1;124
7700000;6.473667;1;80;Death Race 2000;6,1;124
0;5.794466;4;100;Why I Did (Not) Eat My Father;5,3;125
-25641967;7.222985;6;99;Memoirs of an Invisible Man;5,7;125
-9775758;12.779201;7;126;North Country;6,8;125
-6198245;6.397042;6;97;The Man Who Knew Too Little;6,5;125
480811;6.677093;6;113;Bully;7,1;125
11101672;11.66632;6;85;Silent House;7,6;125
-14789012;7.716606;5;111;Bandslam;5,4;126
0;9.87419;6;97;Confidence;6,4;126
2696708;5.928937;6;113;Central Station;6,8;126
9047674;6.926926;6;90;Cry_Wolf;6,9;126
-10795071;9.607391;6;87;The Replacement Killers;6;127
0;11.870161;5;120;Taking Woodstock;6,2;127
-18326578;8.31653;6;104;What Just Happened;5,2;127
-16000000;7.612849;6;90;Radio Days;7;127
0;7.250379;6;97;The Importance of Being Earnest;6,7;127
830137;11.637458;6;92;Choke;6,8;127
-750000;8.429295;4;107;The Conformist;5,7;127
-300000;7.791898;1;110;Pierrot le Fou;7;127
0;7.588597;5;114;The Libertine;5,9;128
0;4.115398;6;90;Tuck Everlasting;6,4;128
-6439124;7.261196;4;124;Quills;6,8;128
6868437;11.885221;5;88;Friends with Money;4,1;128
6097767;7.077505;6;113;Mr. Nice Guy;5,9;128
-10480540;9.904881;6;117;Krull;5,8;129
-21545699;4.952735;3;134;Barney's Version;7,2;129
21237648;11.203335;2;115;Man of the Year;5,8;129
-15000000;8.884405;4;80;Dragon Hunters;6,5;129
-10000000;10.424596;4;93;Detention;7;129
-8000000;7.828459;6;104;Mr. Church;6,4;129
10500000;10.729884;6;92;Creepshow 2;7,4;129
20179430;9.67299;6;108;Waitress;6,8;129
-26043392;12.621769;6;110;The Relic;5,8;130
-16700508;7.739276;2;114;Leatherheads;5,7;130
-20000000;7.878177;6;113;Georgia Rule;5,6;130
0;7.829295;6;98;Bullets Over Broadway;7;130
-20000000;13.118983;6;95;Butterfly on a Wheel;6,3;130
15127963;7.297757;6;115;When the Game Stands Tall;6,3;130
0;7.245108;7;94;The Reef;6,4;130
-6814219;7.06762;6;101;Hearts in Atlantis;6,4;131
-16478171;10.694417;6;86;Hoodwinked Too! Hood VS. Evil;4,8;131
15841901;8.265317;3;98;The Black Hole;6,1;131
37977250;7.980632;4;129;The Verdict;7,4;131
-6146000;9.455596;6;108;My Stepmother is an Alien;5,3;131
0;6.799314;7;118;Kinsey;6,6;131
0;9.177896;5;97;Dirty Pretty Things;4,4;131
-6627398;7.554799;2;123;Coriolanus;6,3;131
0;10.396305;1;105;Shine;7,4;131
-5000000;11.095219;7;123;Capricorn One;4,7;131
0;7.101197;6;85;Rampage;6;131
-55000000;11.329727;5;109;Death to Smoochy;5,9;132
-17873542;8.363702;6;91;Shark Night;4,9;132
-2365172;7.802245;4;113;Albert Nobbs;6,4;132
-2000000;6.249262;7;101;Spun;6,2;132
46546518;10.088006;4;87;Walking With Dinosaurs;5,2;133
12382362;6.925645;5;83;The Man;5,4;133
16749142;11.543363;6;118;Exorcist II: The Heretic;4,5;133
15;9.572705;5;140;Tae Guk Gi: The Brotherhood of War;7,4;133
-7000000;15.212569;6;91;Cyrus;6,1;133
28850000;6.915201;3;118;From Here to Eternity;6,3;133
-23531725;6.248309;6;90;The Flintstones in Viva Rock Vegas;4,4;134
-55000000;12.340384;6;107;Imagine That;5,7;134
-45000000;11.095914;6;96;The Indian in the Cupboard;5,9;134
30100000;6.420434;3;117;Boomerang;5,4;134
-3432147;10.232599;6;136;He Got Game;6,7;134
-2582638;7.487843;5;87;Fun Size;5,5;134
74304330;7.623979;4;181;Fiddler on the Roof;6,5;134
2130000;11.837067;6;104;Prom;4,6;134
-65000000;8.680334;6;103;Autumn in New York;5,7;135
-9800895;7.832337;4;117;The Art of War;5,6;135
-34332107;14.566664;5;82;Universal Soldier: The Return;4,2;135
-40000000;9.579975;2;102;Impostor;6,1;135
60000000;16.254032;6;159;Baahubali: The Beginning;7,5;135
-22493812;10.304172;6;83;Zoom;4,9;135
-29000000;10.364582;6;86;The Borrowers;5,8;135
-25000000;12.18362;5;116;Lifeforce;6,2;135
0;7.668063;5;107;Fame;5,5;135
20793160;13.13724;6;107;White Fang;6,5;135
-5179312;6.170139;4;95;Serial Mom;6,4;135
3757163;11.880899;6;106;54;5,5;135
6861102;10.254807;6;87;Cedar Rapids;8,2;135
48827328;9.337388;4;98;Next Friday;4,3;135
-7573776;5.244518;5;91;Fido;5,2;135
14870;6.507094;5;93;The Perfect Host;6;135
-87982678;7.029308;6;119;Cutthroat Island;5,7;136
-27699111;9.025236;5;100;The Phantom;4,7;136
-30912431;7.349497;5;100;The Warrior's Way;6,3;136
23382841;12.243887;1;103;Peggy Sue Got Married;5,9;136
7297244;5.647538;5;96;The Matador;8,1;136
-3000000;9.249229;3;90;Never Back Down 2: The Beatdown;4,8;136
11112916;4.280619;5;98;The Shaggy Dog;4,5;137
-9521200;9.169271;6;122;The Conspirator;6,2;137
10867586;13.349012;5;120;Antwone Fisher;6,7;137
63781642;10.297189;2;102;Barbershop;6,2;137
-1198060;9.525626;5;114;Body Double;5,1;137
36833347;6.470766;4;113;The Return of the Pink Panther;6,8;137
52411275;9.18885;7;93;Pokémon: Spell of the Unknown;4,7;137
3075000;12.833247;1;90;Your Sister's Sister;6,5;137
23063435;8.178203;6;108;The Shadow;5,4;138
-20935505;8.186936;6;98;Tank Girl;5,5;138
-10363363;12.321302;5;125;Find Me Guilty;6,5;138
13885802;14.045887;6;106;Touching the Void;7,7;138
8;11.818333;6;98;The Prophecy;6,4;138
52687344;8.700565;1;136;Firefox;5,5;139
-40000000;9.842771;6;99;Envy;4,8;139
-7601372;17.227376;6;96;Undisputed;6,1;139
-15365938;10.617236;4;107;Dylan Dog: Dead of Night;4,5;139
48520298;7.722021;7;98;Quartet;6,3;139
42145;6.085879;6;110;Welcome to the Rileys;4,1;139
7618727;8.079046;4;116;Beyond the Lights;7;139
3325872;9.617777;6;101;The Texas Chainsaw Massacre 2;4,8;139
0;7.759215;6;109;Lilya 4-ever;8,2;139
0;6.786117;2;102;Mickey Blue Eyes;5,3;140
28405313;11.120167;5;98;Must Love Dogs;5,8;140
24819301;14.585968;6;92;The Three Stooges;4,9;140
0;6.847133;5;104;Mad Money;5,9;140
-7372508;6.385234;5;82;The Apparition;4,5;140
50600000;14.562991;5;163;It's a Mad, Mad, Mad, Mad World;7,3;140
1900000;8.591387;3;97;Stargate: The Ark of Truth;6,1;140
0;9.451228;6;94;Grabbers;5,9;140
0;10.142218;5;120;Cargo;6,3;140
3179037;14.846001;7;101;Shortbus;7,2;140
-1344000;20.422246;4;103;Desire;3,9;140
20277485;9.254647;6;109;Radio;6,8;141
5078241;8.386432;1;92;Miss Potter;6,3;141
6551495;8.630825;6;89;I Don't Know How She Does It;5;141
91879513;11.47316;6;113;Sea of Love;6,7;141
-12000000;9.164386;3;100;Ravenous;6,9;141
-92896027;12.092241;5;95;The Adventures of Pluto Nash;4,4;142
-18161090;9.07278;4;114;Femme Fatale;6,2;142
0;7.436315;5;83;An American Haunting;5,3;142
-4407494;11.103202;4;78;Ernest & Celestine;7,6;142
0;7.377587;6;101;St. Trinian's;5,6;142
6133747;8.526635;2;105;Narc;4,5;142
62000000;9.476999;6;120;Shin Godzilla;6,5;143
-3244258;10.032626;5;113;1941;5,6;143
4406464;10.445391;6;131;W.;6,1;143
15554533;9.829859;6;77;The Tigger Movie;6,3;143
0;5.0348;6;99;Nancy Drew;5,8;143
21550000;8.38717;4;172;The Best Years of Our Lives;7,7;143
42647449;8.305085;6;118;Glory Road;7,2;144
0;12.467267;6;138;The Merchant of Venice;6,7;144
2818995;10.925618;6;100;Agent Cody Banks 2: Destination London;5,2;144
-14675559;7.473455;6;110;Straw Dogs;5,5;144
15527914;9.982885;1;107;Far from Heaven;6,9;144
-8000000;9.782433;6;95;Pathology;6,9;144
800000;11.35344;2;92;Repo Man;6,5;144
12350369;9.773398;6;103;Transamerica;5,5;144
56545703;9.568884;5;127;Dragon Blade;5,9;145
5112895;9.061866;6;131;Captain Corelli's Mandolin;5,5;145
-44187007;4.494788;6;102;Get Carter;4,8;145
-10000000;12.067921;6;95;Over Her Dead Body;6,3;145
-6000000;12.541983;6;124;Ordinary People;6,6;145
-80000000;7.386394;6;126;Instinct;6,2;146
39885000;13.244365;4;248;Cleopatra;6,7;146
-26000000;10.981038;4;127;Silverado;7,1;146
18288674;6.081772;5;92;Crocodile Dundee in Los Angeles;4,7;146
-11413624;7.034752;3;94;Boat Trip;4,7;146
-6500000;14.171759;5;98;Barbarella;6,1;146
9627779;13.210898;6;96;The Island of Dr. Moreau;4,6;147
70491683;7.981116;6;79;The Rugrats Movie;5,7;147
4063291;9.795985;2;144;Tora! Tora! Tora!;6,9;147
-5170043;7.001176;6;107;My Soul to Take;5,2;147
-20000000;12.379781;6;101;Everyone Says I Love You;6,5;147
-18000000;11.238522;6;81;Spy Hard;4,9;147
0;9.85123;4;92;Saved!;4,9;147
-19000000;7.663515;4;100;Micmacs;6,8;148
5000337;6.756771;6;99;Dracula 2000;4,6;148
3596911;10.703456;5;139;Rob Roy;6,5;148
0;9.750557;6;105;Stick It;6,3;148
-9300000;12.928269;6;90;Heavy Metal;6,2;148
279017;5.93923;2;92;Shadow of the Vampire;5,7;148
387000;12.564554;5;83;Demonic;5,4;148
33761844;12.25622;6;87;Marmaduke;5;149
4340177;13.668633;6;92;Furry Vengeance;4,6;149
0;8.945081;4;108;Anything Else;6,2;149
-11000000;10.016909;6;106;Misconduct;5,3;149
5800000;6.920873;2;99;The Trouble with Harry;8;149
8854588;10.731574;6;135;Tin Cup;5,9;150
-8092315;9.662715;6;90;Pulse;5;150
2277396;8.308442;4;99;Adam;6,1;150
-6941665;6.803965;1;134;The Producers;6,1;151
0;15.805449;3;88;A Turtle's Tale: Sammy's Adventures;5,6;151
15226144;10.84158;5;126;The Great Debaters;6,9;151
-13000000;13.525704;6;88;The New Guy;5,7;151
-5000000;7.794;6;91;Area 51;5,8;151
-1083075;9.856826;6;98;The Believer;6,2;151
0;12.818441;4;90;Dead Man's Shoes;6,9;151
-15280785;8.303696;5;107;Big Miracle;6,6;152
-22999988;3.362045;6;111;Chasing Liberty;6,1;152
436663;9.029489;5;98;Ong Bak 2;6;152
-10000000;13.409125;6;97;The Damned United;6,8;152
-349723;8.650779;1;93;May;6,1;152
-11804390;8.359599;6;108;Antitrust;5,8;153
-16625257;9.349386;2;144;Southland Tales;5,2;153
-8192146;9.705589;6;98;Return to the Blue Lagoon;5,1;153
26368909;9.559737;6;103;Employee of the Month;5,3;153
14641323;11.000654;1;102;Swimming Pool;5,4;153
-1500000;8.589355;5;114;Nine Queens;5,5;153
0;8.701183;5;25;A Charlie Brown Christmas;6,8;153
